id,shopgroupID,ActivityID,ActivityType,type,reward1,reward2,reward3,reward4,reward5,reward6,shopID,coin,progressreward,MissionId,
1433,101,150,1,2,"[[60012,1]]","[[1006,120]]","[[1006,1050],[1001,20]]","[[60013,1]]","[[1006,150]]","[[1006,1500],[1001,40]]","[[3,1810],[6,1802]]",[],[],,
1434,102,150,1,2,"[[1006,130],[1002,5000]]","[[1006,120],[42000,1]]","[[1006,1900],[1001,40],[11001,1]]","[[60013,1]]","[[1006,200],[42000,2]]","[[1006,2300],[1001,50],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1435,103,150,1,2,"[[60014,1]]","[[1006,250],[1002,10000]]","[[1006,2650],[1001,80],[11001,3]]","[[1006,250],[1002,15000]]","[[1006,250],[30000,20]]",[],"[[3,1805]]",[],[],,
1436,104,150,1,2,[],[],[],[],[],[],[],[],[],,
1437,105,150,1,2,[],[],[],[],[],[],[],[],[],,
1438,200,150,1,2,"[[1002,1000]]","[[1006,10]]","[[1006,1050],[1001,20]]","[[60013,1]]","[[1006,150]]","[[1006,1500],[1001,40]]","[[3,1823],[6,1815]]",[],[],,
1439,201,150,1,2,"[[1006,130]]","[[1006,120],[42000,1]]","[[1006,1900],[1001,40],[11001,1]]","[[60013,1]]","[[1006,200],[42000,2]]","[[1006,2300],[1001,50],[11001,2]]","[[3,1824],[6,1825]]",[],[],,
1440,202,150,1,2,"[[60014,1]]","[[1006,250],[1002,10000]]","[[1006,2650],[1001,80],[11001,3]]","[[1006,250],[1002,15000]]","[[1006,250],[30000,20]]","[[1006,3150],[1001,90],[11001,4]]","[[3,1818],[6,1819]]",[],[],,
1441,203,150,1,2,"[[60015,1]]","[[1006,300],[30000,30]]","[[1006,3400],[1001,120],[11001,5]]","[[1006,300],[1002,25000]]","[[1006,300],[30000,40]]",[],"[[3,1820]]",[],[],,
1442,204,150,1,2,[],[],[],[],[],[],[],[],[],,
1443,205,150,1,2,[],[],[],[],[],[],[],[],[],,
1444,300,150,1,2,"[[1002,1000]]","[[1006,10]]","[[1006,1500],[1001,40]]","[[1006,130]]","[[1006,120],[42000,1]]","[[1006,1900],[1001,40],[11001,1]]","[[3,1828],[6,1837]]",[],[],,
1445,301,150,1,2,"[[60013,1]]","[[1006,200],[42000,2]]","[[1006,2300],[1001,50],[11001,2]]","[[60014,1]]","[[1006,250],[1002,10000]]","[[1006,2650],[1001,80],[11001,3]]","[[3,1838],[6,1831]]",[],[],,
1446,302,150,1,2,"[[1006,250],[1002,15000]]","[[1006,250],[30000,20]]","[[1006,3150],[1001,90],[11001,4]]","[[60015,1]]","[[1006,300],[30000,30]]","[[1006,3400],[1001,120],[11001,5]]","[[3,1832],[6,1833]]",[],[],,
1447,303,150,1,2,"[[1006,300],[1002,25000]]","[[1006,300],[30000,40]]","[[1006,4000],[1001,150],[11001,5]]","[[1006,400],[1002,30000]]","[[1006,400],[11001,1]]",[],"[[3,1834]]",[],[],,
1448,304,150,1,2,[],[],[],[],[],[],[],[],[],,
1449,305,150,1,2,[],[],[],[],[],[],[],[],[],,
