id,sceneID,icon_way,icon,missionType,taskParam,taskDesc,name,reward,lookupWay,nextID,
1868,2326NoBeardPirates,,Event36_025EnterPassword,31,"[31112,1]",UI_common_scene_task_open,ui_event2326_treasury,200,0,,
1869,2326NoBeardPirates,,Event36_029BreakIn,31,"[31119,1]",UI_common_scene_task_open,ui_event2326_gate3,150,0,,
1870,2326NoBeardPirates,,Event36_030ThePilot_icon3,31,"[31120,1]",UI_common_scene_task_open,ui_event2326_ironcage,250,0,,
1871,2326NoBeardPirates,,Event36_050StrangeRival1,31,"[31132,2]",UI_common_scene_task_building,ui_event2326_Grocerystore2,300,0,,
1872,2326NoBeardPirates,,Event36_056SetSail,31,"[31135,1]",UI_common_scene_task_building,ui_event2326_pier,300,0,,
1873,2326NoBeardPirates,,building_event2326_PirateKingStatue,31,"[31182,1]",UI_common_scene_task_building,ui_event2326_PirateKingStatue,400,0,,
1874,2326NoBeardPirates,,Event36_007PointerDirection,31,"[31102,1]",UI_common_scene_task_building,ui_event2326_bigcompass,500,0,,
1875,2326NoBeardPirates,,Event36_060WeighAnchor,31,"[31101,1]",UI_common_scene_task_building,ui_event2326_cruiseship,600,0,,
1876,2326NoBeardPirates,,Event36_010PirateTraces1B,31,"[31125,1]",UI_common_scene_task_clear,ui_event2326_trap1,200,0,,
1877,2326NoBeardPirates,,Event36_010PirateTraces1B,31,"[31125,2]",UI_common_scene_task_clear,ui_event2326_trap3,200,0,,
1878,2326NoBeardPirates,,Event36_010PirateTraces1B,31,"[31125,4]",UI_common_scene_task_clear,ui_event2326_trap3,300,0,,
1890,2324ToyCityA,,Event2324_000StrangeDream_icon1,28,"[""2324ToyCityA""]",UI_common_scene_task_go,UI_2324ToyCity_title,50,0,,
1891,2324ToyCityA,,Event2324_006EnergyofDoll,2,"[2000122,1]",UI_2310CubeWaterWorld_collect,item_2000122,30,0,,
1892,2324ToyCityA,,Event2324_006EnergyofDoll,2,"[2000122,35]",UI_2310CubeWaterWorld_collect,item_2000122,80,0,,
1894,2324ToyCityA,,Event2324_012LuckyFruit,2,"[2000126,5]",UI_common_scene_task_product,item_2000126,40,0,,
1895,2324ToyCityA,,Event2324_012LuckyFruit,2,"[2000126,15]",UI_common_scene_task_product,item_2000126,60,0,,
1896,2324ToyCityA,,Event2324_012LuckyFruit,2,"[2000126,30]",UI_common_scene_task_product,item_2000126,180,0,,
1897,2324ToyCityA,,Event2324_018MsPotHouse1_icon1,2,"[2000124,5]",UI_common_scene_task_product,item_2000124,50,0,,
1898,2324ToyCityA,,Event2324_018MsPotHouse1_icon1,2,"[2000124,12]",UI_common_scene_task_product,item_2000124,100,0,,
1899,2324ToyCityA,,Event2324_018MsPotHouse1_icon1,2,"[2000124,40]",UI_common_scene_task_product,item_2000124,160,0,,
1900,2324ToyCityA,,Event2324_029ReadytoGo,2,"[2000125,1]",UI_common_scene_task_product,item_2000125,80,0,,
1901,2324ToyCityA,,Event2324_029ReadytoGo,2,"[2000125,5]",UI_common_scene_task_product,item_2000125,120,0,,
1902,2324ToyCityA,,Event2324_029ReadytoGo,2,"[2000125,20]",UI_common_scene_task_product,item_2000125,200,0,,
1903,2324ToyCityA,,Event2324_009DreamWell_icon1,31,"[30939,1]",UI_common_scene_task_building,ui_event2324_dreanwell,50,0,,
1904,2324ToyCityA,,Even8_003StrangeWind,31,"[30940,1]",UI_common_scene_task_building,ui_event2324_collectionroom,60,0,,
1905,2324ToyCityA,,Event2324_018MsPotHouse1,31,"[30943,1]",UI_common_scene_task_building,ui_event2324_mspothome,80,0,,
1906,2324ToyCityA,,buyfactory_7,31,"[30944,1]",UI_common_scene_task_building,ui_event2324_timehome,90,0,,
1907,2324ToyCityA,,Event2324_030WatchofCogworth1,2,"[2000132,1]",UI_common_scene_task_getitem,item_2000132,100,0,,
1908,2324ToyCityA,,Event2324_041BoomSound4_icon2,31,"[30945,1]",UI_common_scene_task_building,ui_event2324_timehouse,120,0,,
1909,2324ToyCityA,,Event2324_016RolledCarpet_icon1,31,"[30931,2]",UI_common_scene_task_building,ui_event2324_carpet,100,0,,
1910,2324ToyCityA,,Event2324_016RolledCarpet_icon1,31,"[30931,5]",UI_common_scene_task_building,ui_event2324_carpet,160,0,,
1911,2324ToyCityA,,Event2324_016RolledCarpet_icon1,31,"[30931,7]",UI_common_scene_task_building,ui_event2324_carpet,340,0,,
1912,2324ToyCityA,,Event2324_007WhereistheDog1_icon1,31,"[30928,4]",UI_common_scene_task_building,ui_event2324_bridge,260,0,,
1913,2324ToyCityA,,Event33_018Water_icon1,1,"[30988,1]",UI_event2324_task1,,100,0,,
1914,2324ToyCityA,,Event33_018Water_icon1,1,"[30988,15]",UI_event2324_task1,,160,0,,
1915,2324ToyCityA,building,building_event2324_teleportationcircle,4,"[""2324ToyCityA"",[""118877""]]",UI_common_scene_task_go,ui_event2324_teleportationcircle,150,0,,
1916,2324ToyCityA,,Event2324_042FairyTaleBoat1,28,"[""2324ToyCityB""]",UI_common_scene_task_go,UI_2324ToyCity_titleB,220,0,,
1917,2324ToyCityA,,Event2324_000StrangeDream_icon1,31,"[30948,1]",UI_common_scene_task_building,ui_event2324_toycattle,300,0,,
1918,2324ToyCityA,,Event16_034GrandPrize,4,"[""2324ToyCityB"",[""91298""]]",UI_common_scene_task_open,ui_event2324_finalbox,160,0,,
1919,2324ToyCityA,building,building_story9_sunlighthouse,31,"[31021,1]",UI_common_scene_task_building,ui_event2324_lighthouse,100,1,,
1920,2324ToyCityA,building,building_story9_sunlighthouse,31,"[31021,5]",UI_common_scene_task_building,ui_event2324_lighthouse,300,1,,
1921,2324ToyCityA,building,building_story9_sunlighthouse,31,"[31021,10]",UI_common_scene_task_building,ui_event2324_lighthouse,500,1,,
1925,2329LanternShowB,,Event39_000LanternShow,28,"[""2329LanternShowA""]",UI_common_scene_task_go,UI_2329LanternShowA_title,20,0,,
1926,2329LanternShowB,,Event39_001JackLantern,31,"[31200,1]",UI_common_scene_task_save,ui_event2329_jacklantern,60,0,,
1927,2329LanternShowB,,Event39_004BadlightSign2_icon1,31,"[31201,1]",UI_common_scene_task_building,ui_event2329_neonlamp,30,0,,
1928,2329LanternShowB,,Event39_004BadlightSign2_icon1,31,"[31201,2]",UI_common_scene_task_building,ui_event2329_neonlamp,60,0,,
1929,2329LanternShowB,,Event35_016Bridge1_icon2,31,"[31202,1]",UI_common_scene_task_building,ui_event2329_bridge,30,0,,
1930,2329LanternShowB,,Event39_012Gate_icon1,28,"[""2329LanternShowB""]",UI_common_scene_task_go,UI_2329LanternShow_title,50,0,,
1931,2329LanternShowB,,Event39_023StarLight_icon1,31,"[31209,1]",UI_common_scene_task_building,ui_event2329_bigstar,150,0,,
1932,2329LanternShowB,,Event9_011FollowDragon_icon1,31,"[31210,1]",UI_common_scene_task_save,partner_name_315,200,0,,
1933,2329LanternShowB,,Event39_032VisitRiverLantern,31,"[31211,1]",UI_common_scene_task_building,ui_event2329_pool,100,0,,
1934,2329LanternShowB,,Event33_032WoodenFrame1_icon1,31,"[31212,1]",UI_common_scene_task_building,ui_event2329_shelf,100,0,,
1935,2329LanternShowB,,Event39_036NewRiverLamp2_icon1,31,"[31213,1]",UI_common_scene_task_cooking,ui_event2329_boatlight,200,0,,
1936,2329LanternShowB,,Event39_037ToolGroup,31,"[31214,1]",UI_common_scene_task_getitem,ui_event2329_icetoolbox,100,0,,
1937,2329LanternShowB,,Event39_041BestIceLamp_icon1,31,"[31215,1]",UI_common_scene_task_building,ui_event2329_icelantern,300,0,,
1938,2329LanternShowB,,Event39_042Lounge_icon1,31,"[31233,1]",UI_common_scene_task_building,ui_event2329_Interiordoor,700,0,,
1939,2329LanternShowB,,item_2329LanternShow_medal,2,"[2000150,5]",UI_common_scene_task_getitem,item_2000150,100,0,,
1940,2329LanternShowB,,Event39_032VisitRiverLantern_icon1,31,"[31203,7]",UI_common_scene_task_building,ui_event2329_handlantern,800,0,,
1941,2329LanternShowB,,Event39_032VisitRiverLantern_icon1,31,"[31203,9]",UI_common_scene_task_building,ui_event2329_handlantern,1000,0,,
1951,Guide2SakuraManor,,Event7_000SakuraManor_icon1,28,"[""Guide2SakuraManor""]",UI_common_scene_task_go,UI_2207SakuraManor_title,25,0,,
1952,Guide2SakuraManor,,Event7_007FindNote_icon1,4,"[""Guide2SakuraManor"",[""79793""]]",UI_common_scene_task_task,UI_Guide2SakuraManor_activity1952,35,0,,
1953,Guide2SakuraManor,,Event7_001EnterManor_icon1,31,"[31433,2]",UI_common_scene_task_building,ui_event7_SakuraManor_torii,30,0,,
1954,Guide2SakuraManor,,Event7_010CleanRiteplace1_icon2,4,"[""Guide2SakuraManor"",[""74842""]]",UI_common_scene_task_go,ui_event7_SakuraManor_riteplace,30,0,,
1955,Guide2SakuraManor,,Event7_012RepairHotspring_icon2,31,"[31408,1]",UI_common_scene_task_building,ui_event7_SakuraManor_hotspring,60,0,,
1956,Guide2SakuraManor,,building_event7_barton,31,"[31410,1]",UI_common_scene_task_building,ui_event7_SakuraManor_barton,30,0,,
1957,Guide2SakuraManor,,Event7_015HotspringEggs_icon1,2,"[2000255,3]",UI_common_scene_task_cooking,item_4465,40,0,,
1958,Guide2SakuraManor,,Event7_017MakeFood_icon2,2,"[2000258,1]",UI_common_scene_task_cooking,item_4468,50,0,,
1959,Guide2SakuraManor,,Event7_004FollowMiko_icon1,31,"[31415,1]",UI_common_scene_task_building,ui_event7_SakuraManor_winery,60,0,,
1960,Guide2SakuraManor,,Event7_017MakeFood_icon1,31,"[31407,1]",UI_common_scene_task_task,UI_Guide2SakuraManor_activity1960,60,0,,
1961,Guide2SakuraManor,,Event7_021RepairTaiko_icon1,31,"[31411,2]",UI_common_scene_task_building,ui_event7_SakuraManor_taiko,100,0,,
1962,Guide2SakuraManor,,Event7_024SakuraKimono_icon2,31,"[31416,1]",UI_common_scene_task_building,ui_event7_SakuraManor_dresstable,110,0,,
1963,Guide2SakuraManor,,Event7_028HangupEma_icon1,31,"[31418,1]",UI_common_scene_task_building,ui_event7_SakuraManor_ema,130,0,,
1964,Guide2SakuraManor,,building_event7_knifeflag,31,"[31438,5]",UI_common_scene_task_building,ui_event7_SakuraManor_knifeflag,100,0,,
1965,Guide2SakuraManor,,Event7_003CleanupStatue_icon1,31,"[31400,5]",UI_common_scene_task_building,ui_event7_SakuraManor_tanuki,70,0,,
1966,Guide2SakuraManor,,Event7_003CleanupStatue_icon1,31,"[31400,10]",UI_common_scene_task_building,ui_event7_SakuraManor_tanuki,70,0,,
1970,2327WeatherIslands,,Event37_000WeatherIslands_icon1,28,"[""2327WeatherIslands""]",UI_common_scene_task_go,UI_2327WeatherIsland_title,6,0,,
1971,2327WeatherIslands,,item_2326NoBeardPirates_50points,7,"[2000205,1]",UI_common_scene_task_cooking,item_37001,6,0,,
1972,2327WeatherIslands,,building_huaqiao_lv1,31,"[31602,1]",UI_common_scene_task_building,ui_event2327_flowerbridge,8,0,,
1973,2327WeatherIslands,,building_event2327_flowerlamp,31,"[31603,2]",UI_common_scene_task_building,ui_event2327_flowerstonelamp1,12,0,,
1974,2327WeatherIslands,,building_event2327_trapedmisty,31,"[31606,1]",UI_common_scene_task_save,ui_event2327_trappedmisty,14,0,,
1975,2327WeatherIslands,,building_story30_cubeoforder,31,"[31607,1]",UI_common_scene_task_activation,ui_event2327_altar1,14,0,,
1976,2327WeatherIslands,,Event25_023Help_icon1,4,"[""2327WeatherIslands"",[""113666""]]",UI_common_scene_task_task,Event37_011CloudJoke,30,0,,
1977,2327WeatherIslands,,building_event2327_fountain,31,"[31609,1]",UI_common_scene_task_building,ui_event2327_fountain,30,0,,
1978,2327WeatherIslands,,Event36_010PirateTraces1B,31,"[31611,1]",UI_common_scene_task_task,Event37_017Continue,30,0,,
1979,2327WeatherIslands,,building_story6_sandtornado,31,"[31615,1]",UI_common_scene_task_calm,ui_event2327_tornado1,50,0,,
1980,2327WeatherIslands,,building_story30_cubeoforder,31,"[31607,2]",UI_common_scene_task_building,ui_event2327_altar1,50,0,,
1981,2327WeatherIslands,,building_story20_treebridge,31,"[31618,1]",UI_common_scene_task_building,ui_event2327_treebridge,50,0,,
1982,2327WeatherIslands,,Event25_023Help_icon1,4,"[""2327WeatherIslands"",[""113676""]]",UI_common_scene_task_task,Event37_024StormStatue,65,0,,
1983,2327WeatherIslands,,building_event20_sandstatue,31,"[31619,2]",UI_common_scene_task_building,ui_event2327_statue1,65,0,,
1984,2327WeatherIslands,,Event37_030Clover_icon1,31,"[31624,1]",UI_common_scene_task_task,Event37_030Clover,70,0,,
1985,2327WeatherIslands,,building_story25_burningtree,31,"[31625,1]",UI_common_scene_task_building,ui_event2327_lavatree,83,0,,
1986,2327WeatherIslands,,building_story3_lockedtotem,31,"[31626,1]",UI_common_scene_task_building,ui_event2327_thundergate,83,0,,
1987,2327WeatherIslands,,building_event2322_signal,31,"[31629,1]",UI_common_scene_task_building,ui_event2327_tower1,84,0,,
1988,2327WeatherIslands,,building_event2327_vine,31,"[31627,2]",UI_common_scene_task_building,ui_event2327_thundervine1,100,0,,
1989,2327WeatherIslands,,building_story30_cubeoforder,31,"[31607,3]",UI_common_scene_task_building,ui_event2327_altar1,100,0,,
1990,2327WeatherIslands,,building_story3_unknownahead,31,"[31632,1]",UI_common_scene_task_building,ui_event2327_treegate2,100,0,,
1991,2327WeatherIslands,,building_story31_VineBridge,31,"[31635,1]",UI_common_scene_task_building,ui_event2327_vinebridge,116,0,,
1992,2327WeatherIslands,,Event37_046IceElement_icon1,4,"[""2327WeatherIslands"",[""119654""]]",UI_common_scene_task_task,Event37_046IceElement,116,0,,
1993,2327WeatherIslands,,building_event2327_snowman,31,"[31638,4]",UI_common_scene_task_building,ui_event2327_snowman1,118,0,,
1994,2327WeatherIslands,,Description_001Eyesingrass_sub1,4,"[""2327WeatherIslands"",[""119659""]]",UI_common_scene_task_task,Event37_048LavaLand,150,0,,
1995,2327WeatherIslands,,Event37_051FireElement_icon1,4,"[""2327WeatherIslands"",[""119666""]]",UI_common_scene_task_task,Event37_051FireElement,150,0,,
1996,2327WeatherIslands,,Event37_052Thaw_icon1,31,"[31648,4]",UI_common_scene_task_task,Event37_052Thaw,150,0,,
1997,2327WeatherIslands,,building_story9_sunlighthouse,31,"[31653,1]",UI_common_scene_task_building,ui_event2327_firetower,182,0,,
1998,2327WeatherIslands,,building_story9_moonlighthouse,31,"[31652,1]",UI_common_scene_task_building,ui_event2327_icetower,183,0,,
1999,2327WeatherIslands,,building_story25_dungeongate,31,"[31655,1]",UI_common_scene_task_building,ui_event2327_icefiregate,185,0,,
2000,2327WeatherIslands,,Event37_058CentreIsland_icon1,4,"[""2327WeatherIslands"",[""113183""]]",UI_common_scene_task_task,Event37_058CentreIsland,233,0,,
2001,2327WeatherIslands,,building_story25_projector,31,"[31657,1]",UI_common_scene_task_building,ui_event2327_elementstage1,233,0,,
2002,2327WeatherIslands,,building_story25_projector,31,"[31657,2]",UI_common_scene_task_building,ui_event2327_elementstage1,240,0,,
2003,2327WeatherIslands,,building_story25_projector,31,"[31657,3]",UI_common_scene_task_building,ui_event2327_elementstage1,300,0,,
2004,2327WeatherIslands,,Event37_064WelcomeFireWork_icon1,4,"[""2327WeatherIslands"",[""122966""]]",UI_common_scene_task_task,Event37_063WelcomeFireWork,300,0,,
2005,2327WeatherIslands,,Event37_063WelcomeFireWork_icon1,31,"[31662,1]",UI_common_scene_task_task,Event37_065WelcomeFireWork,300,0,,
2015,2328ChristmasVillages,,Event2328_000ChristmasVillages,28,"[""2328ChristmasVillages""]",UI_common_scene_task_go,UI_2328ChristmasVillages_title,6,0,,
2016,2328ChristmasVillages,,Event2328_003ChristmasPoint,7,"[2000161,1]",UI_common_scene_task_cooking,item_37002,6,0,,
2017,2328ChristmasVillages,,Event33_003ClearRoad_icon1,31,"[31292,1]",UI_common_scene_task_building,ui_event2328_Trap,8,0,,
2018,2328ChristmasVillages,,Event11_019PumpkinRace2_icon1,31,"[31293,1]",UI_common_scene_task_building,ui_event2328_IceBridge,10,0,,
2019,2328ChristmasVillages,,Event2328_009GoBeatBell,0,"[""2328ChristmasVillages"",120948,2,31294]",UI_common_scene_task_activation,ui_event2328_Thermometer,15,0,,
2020,2328ChristmasVillages,,Event2328_011SaveMirror,31,"[31295,1]",UI_common_scene_task_save,ui_event2328_IceMirror,15,0,,
2021,2328ChristmasVillages,,Event30_044divinationtable_task1,31,"[31298,1]",UI_common_scene_task_building,ui_event2328_History,25,0,,
2022,2328ChristmasVillages,,Event22_017Repairthegramophone_icon1,4,"[""2328ChristmasVillages"",[""121085""]]",UI_common_scene_task_task,Event2328_016GoNoise,25,0,,
2023,2328ChristmasVillages,,Event2328_017Noise,31,"[31301,1]",UI_common_scene_task_building,ui_event2328_CactusArmy,40,0,,
2024,2328ChristmasVillages,,Event2328_020Totem,4,"[""2328ChristmasVillages"",[""122708""]]",UI_common_scene_task_task,Event2328_018Catapult,50,0,,
2025,2328ChristmasVillages,,Event2328_020Totem_icon1,31,"[31305,2]",UI_common_scene_task_building,ui_event2328_Totem,50,0,,
2026,2328ChristmasVillages,,Event2328_023TrainTravel,31,"[31310,1]",UI_common_scene_task_building,ui_event2328_Train,50,0,,
2027,2328ChristmasVillages,,Event2328_029TheWayDown,31,"[31311,1]",UI_common_scene_task_building,ui_event2328_KlausHome,60,0,,
2028,2328ChristmasVillages,,Event4_028TheWaytoAwakeDragonGod2_icon1,31,"[31312,1]",UI_common_scene_task_building,ui_event2328_Bookcase,70,0,,
2029,2328ChristmasVillages,,Event20_035Woodencar_icon1,31,"[31316,1]",UI_common_scene_task_building,ui_event2328_Blockcar,70,0,,
2030,2328ChristmasVillages,,Event28_017ContactHarrison,4,"[""2328ChristmasVillages"",[""122681""]]",UI_common_scene_task_task,Event2328_031TelephoneBooth,80,0,,
2031,2328ChristmasVillages,,Event29_017ConductTesting1,31,"[31319,1]",UI_common_scene_task_building,ui_event2328_Popcornmachine,80,0,,
2032,2328ChristmasVillages,,Event2328_036Cafeteria_icon1,31,"[31320,1]",UI_common_scene_task_building,ui_event2328_Cafeteria,90,0,,
2033,2328ChristmasVillages,,Event11_013Giftbucket,31,"[31321,2]",UI_common_scene_task_building,ui_event2328_GiftBucket1,100,0,,
2034,2328ChristmasVillages,,Event11_019PumpkinRace2_icon1,31,"[31323,1]",UI_common_scene_task_building,ui_event2328_IceBridge,100,0,,
2035,2328ChristmasVillages,,Event17_005WarriorQuiz,31,"[31324,1]",UI_common_scene_task_building,ui_event2328_TalkTree,100,0,,
2036,2328ChristmasVillages,,Description_001Eyesingrass_sub1,4,"[""2328ChristmasVillages"",[""121104""]]",UI_common_scene_task_task,Event2328_043LoveMemory,110,0,,
2037,2328ChristmasVillages,,Event2328_045Snowball_icon1,31,"[31326,1]",UI_common_scene_task_building,ui_event2328_Snowball,120,0,,
2038,2328ChristmasVillages,,Event2328_047Snowmans_icon2,31,"[31328,1]",UI_common_scene_task_building,ui_event2328_Snowman2,120,0,,
2039,2328ChristmasVillages,,Event20_033Boardship_icon1,31,"[31329,1]",UI_common_scene_task_building,ui_event2328_Boat,140,0,,
2040,2328ChristmasVillages,,Event2328_050Glacier,31,"[31330,1]",UI_common_scene_task_building,ui_event2328_Glacier,150,0,,
2041,2328ChristmasVillages,,Event2328_052SkatingRink,31,"[31332,1]",UI_common_scene_task_building,ui_event2328_IceRink,160,0,,
2042,2328ChristmasVillages,,Event2328_054Sleigh,31,"[31333,1]",UI_common_scene_task_building,ui_event2328_Sleigh,170,0,,
2043,2328ChristmasVillages,,Event2328_056Camera,31,"[31335,1]",UI_common_scene_task_building,ui_event2328_Camera,180,0,,
2044,2328ChristmasVillages,,Event21_032Balloon,31,"[31336,1]",UI_common_scene_task_building,ui_event2328_Plane,200,0,,
2045,2328ChristmasVillages,,Event2328_058GoFactory,4,"[""2328ChristmasVillages"",[""122784""]]",UI_common_scene_task_task,Event2328_058GoFactory,220,0,,
2046,2328ChristmasVillages,,Event2328_059BombOut,31,"[31341,1]",UI_common_scene_task_building,ui_event2328_GiftBomb,230,0,,
2047,2328ChristmasVillages,,Event2328_061UpgradeSleigh,31,"[31343,1]",UI_common_scene_task_building,ui_event2328_Sleigh,250,0,,
2048,2328ChristmasVillages,,Description_001Eyesingrass_sub1,4,"[""2328ChristmasVillages"",[""122785""]]",UI_common_scene_task_task,Event2328_062Flying,280,0,,
2049,2328ChristmasVillages,,Event2328_063BreakFrozen_icon1,31,"[31347,2]",UI_common_scene_task_building,ui_event2328_IceSculpture,280,0,,
2050,2328ChristmasVillages,,Event2328_065ChristmasTree,31,"[31344,1]",UI_common_scene_task_building,ui_event2328_ChristmasTree,340,0,,
2060,2401MianMianParadise,,Event41_000MianMianParadise,28,"[""2401MianMianParadise""]",UI_common_scene_task_go,UI_2401MianMianParadise_title,6,0,,
2061,2401MianMianParadise,,Event41_002billboard,4,"[""2401MianMianParadise"",[""124789""]]",UI_common_scene_task_task,Event41_002billboard,6,0,,
2062,2401MianMianParadise,,Event41_004rotate,4,"[""2401MianMianParadise"",[""128979""]]",UI_common_scene_task_task,Event41_004rotate,8,0,,
2063,2401MianMianParadise,,building_event2401_trojanhorse,31,"[32001,1]",UI_common_scene_task_building,ui_event2401_trojanhorse,10,0,,
2064,2401MianMianParadise,,building_event2401_hans,31,"[32030,1]",UI_common_scene_task_save,ui_event2401_hans,15,0,,
2065,2401MianMianParadise,,building_event2401_bridge,31,"[32006,1]",UI_common_scene_task_building,ui_event2401_bridge1,15,0,,
2066,2401MianMianParadise,,building_event2401_fountain,31,"[32004,1]",UI_common_scene_task_building,ui_event2401_fountain,25,0,,
2067,2401MianMianParadise,,Event41_009washing1,4,"[""2401MianMianParadise"",[""128994""]]",UI_common_scene_task_task,Event41_009washing1,25,0,,
2068,2401MianMianParadise,,building_event2401_washroom,31,"[32003,1]",UI_common_scene_task_building,ui_event2401_washroom,40,0,,
2069,2401MianMianParadise,,building_event2401_seat,31,"[32011,1]",UI_common_scene_task_building,ui_event2401_seat,50,0,,
2070,2401MianMianParadise,,building_event2401_zonegate,31,"[32012,1]",UI_common_scene_task_building,ui_event2401_zonegate1,50,0,,
2071,2401MianMianParadise,,Event41_011gotoswingride1,4,"[""2401MianMianParadise"",[""129054""]]",UI_common_scene_task_task,Event41_014swingride,50,0,,
2072,2401MianMianParadise,,building_event2401_boat,0,"[""2401MianMianParadise"",123360,2,32016]",UI_common_scene_task_building,ui_event2401_boat,60,0,,
2073,2401MianMianParadise,,building_event2401_stopmachine,31,"[32020,2]",UI_common_scene_task_building,ui_event2401_stopmachine,70,0,,
2074,2401MianMianParadise,,Event41_012gotoswingride2_icon1,4,"[""2401MianMianParadise"",[""129073""]]",UI_common_scene_task_task,Event41_018findHans,70,0,,
2075,2401MianMianParadise,,Description9_007MagicMirror2_sub1,4,"[""2401MianMianParadise"",[""129076""]]",UI_common_scene_task_task,Event41_019droppoint,80,0,,
2076,2401MianMianParadise,,building_event2401_trampoline,31,"[32018,1]",UI_common_scene_task_building,ui_event2401_trampoline,80,0,,
2077,2401MianMianParadise,,building_event2401_pittrap,31,"[32028,1]",UI_common_scene_task_building,ui_event2401_pittrap,90,0,,
2078,2401MianMianParadise,,building_event2401_blower,31,"[32022,1]",UI_common_scene_task_building,ui_event2401_blower,100,0,,
2079,2401MianMianParadise,,Description_005Avalanche_sub2,4,"[""2401MianMianParadise"",[""124475""]]",UI_common_scene_task_task,Event41_024loudnoise,100,0,,
2080,2401MianMianParadise,,building_event2401_rafting,0,"[""2401MianMianParadise"",123372,3,32023]",UI_common_scene_task_building,ui_event2401_rafting,100,0,,
2081,2401MianMianParadise,,Event41_026candyraft,4,"[""2401MianMianParadise"",[""129105""]]",UI_common_scene_task_task,Event41_026candyraft,110,0,,
2082,2401MianMianParadise,,Event41_027controlroom_icon1,4,"[""2401MianMianParadise"",[""129851""]]",UI_common_scene_task_task,Event41_027controlroom,120,0,,
2083,2401MianMianParadise,,item_2301DragonZoo_scissors,2,"[2000315,1]",UI_common_scene_task_getitem,item_2000315,120,0,,
2084,2401MianMianParadise,,Event41_027controlroom_icon3,2,"[2000314,1]",UI_common_scene_task_getitem,item_2000314,140,0,,
2085,2401MianMianParadise,,building_event2401_mirror,31,"[32029,1]",UI_common_scene_task_building,ui_event2401_mirror,150,0,,
2086,2401MianMianParadise,,building_event2401_zonegate,31,"[32014,1]",UI_common_scene_task_building,ui_event2401_zonegate3,160,0,,
2087,2401MianMianParadise,,building_event2401_cart,31,"[32015,1]",UI_common_scene_task_building,ui_event2401_cart,170,0,,
2088,2401MianMianParadise,,Description_005Avalanche_sub2,4,"[""2401MianMianParadise"",[""129213""]]",UI_common_scene_task_task,Event41_031searchriot,180,0,,
2089,2401MianMianParadise,,building_event2401_statue,31,"[32026,1]",UI_common_scene_task_building,ui_event2401_statue,200,0,,
2090,2401MianMianParadise,,Description_005Avalanche_sub2,4,"[""2401MianMianParadise"",[""129233""]]",UI_common_scene_task_task,Event41_031searchriotC,220,0,,
2091,2401MianMianParadise,,building_event2401_gun,0,"[""2401MianMianParadise"",123358,3,32024]",UI_common_scene_task_building,ui_event2401_gun,230,0,,
2092,2401MianMianParadise,,building_event2401_gun,0,"[""2401MianMianParadise"",123358,4,32024]",UI_common_scene_task_building,ui_event2401_gun,250,0,,
2093,2401MianMianParadise,,building_event2401_bear,0,"[""2401MianMianParadise"",123330,3,32025]",UI_common_scene_task_building,ui_event2401_bear,280,0,,
2094,2401MianMianParadise,,building_event2401_bear,0,"[""2401MianMianParadise"",123330,4,32025]",UI_common_scene_task_building,ui_event2401_bear,280,0,,
2095,2401MianMianParadise,,building_event2401_stage,31,"[32031,1]",UI_common_scene_task_building,ui_event2401_stage,340,0,,
2096,2402SkyCityA,,Event2402_000SkyCity_icon0,28,"[""2402SkyCityA""]",UI_common_scene_task_go,UI_2402SkyCity_title,10,0,,
2097,2402SkyCityA,,Event2402_004BrokenBridge_icon1,31,"[32259,1]",UI_common_scene_task_building,ui_event2402_cloudbridge,10,0,,
2098,2402SkyCityA,,Event2402_004BrokenBridge_icon1,31,"[32259,2]",UI_common_scene_task_building,ui_event2402_cloudbridge,40,0,,
2099,2402SkyCityA,,Event2402_004BrokenBridge_icon1,31,"[32259,3]",UI_common_scene_task_building,ui_event2402_cloudbridge,100,0,,
2100,2402SkyCityA,,Event2402_006CloudPit_icon0,4,"[""2402SkyCityA"",[""83394""]]",UI_common_scene_task_fillpit,ui_event2402_cloudpit1,10,0,,
2101,2402SkyCityA,,Event2402_006CloudPit_icon0,4,"[""2402SkyCityA"",[""83397""]]",UI_common_scene_task_fillpit,ui_event2402_cloudpit2,10,0,,
2102,2402SkyCityA,,Event2402_006CloudPit_icon0,4,"[""2402SkyCityA"",[""83408""]]",UI_common_scene_task_fillpit,ui_event2402_cloudpit3,25,0,,
2103,2402SkyCityA,,Event2402_006CloudPit_icon0,4,"[""2402SkyCityA"",[""83448""]]",UI_common_scene_task_fillpit,ui_event2402_cloudpit4,50,0,,
2104,2402SkyCityA,,Event2402_006CloudPit_icon0,4,"[""2402SkyCityA"",[""83403""]]",UI_common_scene_task_fillpit,ui_event2402_cloudpit5,100,0,,
2105,2402SkyCityA,,Event2402_006CloudPit_icon0,4,"[""2402SkyCityA"",[""83406""]]",UI_common_scene_task_fillpit,ui_event2402_cloudpit6,100,0,,
2106,2402SkyCityA,,Event2402_006CloudPit_icon0,4,"[""2402SkyCityA"",[""83407""]]",UI_common_scene_task_fillpit,ui_event2402_cloudpit7,100,0,,
2107,2402SkyCityA,,Event2402_010StrangeTower_icon1,0,"[""2402SkyCityA"",83414,3,32235]",UI_common_scene_task_investigate,ui_event2402_strainmagictower,20,0,,
