id,type,activityId,rankInterval,score,scoreReward,giftIcon,valueType,
85029,8,8151,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
85030,8,8151,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
85031,8,8152,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
85032,8,8152,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
85033,8,8152,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
85034,8,8152,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
85035,8,8152,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
85036,8,8152,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
85037,8,8152,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
85038,8,8152,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
85039,8,8152,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
85040,8,8152,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
85041,8,8152,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
85042,8,8152,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
85043,8,8152,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
85044,8,8153,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
85045,8,8153,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
85046,8,8153,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
85047,8,8153,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
85048,8,8153,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
85049,8,8153,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
85050,8,8153,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
85051,8,8153,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
85052,8,8153,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
85053,8,8153,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
85054,8,8153,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
85055,8,8153,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
85056,8,8153,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
85057,8,8154,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
85058,8,8154,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
85059,8,8154,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
85060,8,8154,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
85061,8,8154,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
85062,8,8154,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
85063,8,8154,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
85064,8,8154,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
85065,8,8154,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
85066,8,8154,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
85067,8,8154,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
85068,8,8154,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
85069,8,8154,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
86001,8,8160,"[1,59]",100,"[[1003,10]]",dragonSeasonPersonalBox_1,1,
86002,8,8160,"[1,59]",600,"[[1002,1000]]",dragonSeasonPersonalBox_1,1,
86003,8,8160,"[1,59]",1200,"[[1001,5]]",dragonSeasonPersonalBox_1,1,
86004,8,8160,"[1,59]",1800,"[[15000,5]]",dragonSeasonPersonalBox_1,1,
86005,8,8160,"[1,59]",2500,"[[16000,3]]",dragonSeasonPersonalBox_1,1,
86006,8,8160,"[1,59]",3200,"[[1003,40]]",dragonSeasonPersonalBox_1,1,
86007,8,8160,"[1,59]",4000,"[[42000,3]]",dragonSeasonPersonalBox_2,1,
86008,8,8160,"[1,59]",5000,"[[92002,1]]",dragonSeasonPersonalBox_4,1,
86009,8,8160,"[1,59]",6000,"[[1003,60]]",dragonSeasonPersonalBox_2,1,
86010,8,8160,"[1,59]",7000,"[[30000,5]]",dragonSeasonPersonalBox_2,1,
86011,8,8160,"[1,59]",8000,"[[1001,20]]",dragonSeasonPersonalBox_2,1,
86012,8,8160,"[1,59]",9000,"[[1002,5000]]",dragonSeasonPersonalBox_2,1,
86013,8,8160,"[1,59]",10000,"[[1003,100]]",dragonSeasonPersonalBox_3,1,
86014,8,8160,"[1,59]",11000,"[[30000,10]]",dragonSeasonPersonalBox_3,1,
86015,8,8160,"[1,59]",13000,"[[1003,120]]",dragonSeasonPersonalBox_3,1,
86016,8,8160,"[1,59]",15000,"[[94003,1]]",dragonSeasonPersonalBox_5,1,
86017,8,8160,"[1,59]",20000,"[[1003,200]]",dragonSeasonPersonalBox_7,1,
86018,8,8161,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
86019,8,8161,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
86020,8,8161,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
86021,8,8161,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
86022,8,8161,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
86023,8,8161,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
86024,8,8161,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
86025,8,8161,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
86026,8,8161,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
86027,8,8161,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
86028,8,8161,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
86029,8,8161,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
86030,8,8161,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
86031,8,8162,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
86032,8,8162,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
86033,8,8162,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
86034,8,8162,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
86035,8,8162,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
86036,8,8162,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
86037,8,8162,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
86038,8,8162,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
86039,8,8162,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
86040,8,8162,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
86041,8,8162,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
86042,8,8162,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
86043,8,8162,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
86044,8,8163,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
86045,8,8163,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
86046,8,8163,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
86047,8,8163,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
86048,8,8163,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
86049,8,8163,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
86050,8,8163,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
86051,8,8163,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
86052,8,8163,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
86053,8,8163,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
86054,8,8163,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
86055,8,8163,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
86056,8,8163,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
86057,8,8164,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
86058,8,8164,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
86059,8,8164,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
86060,8,8164,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
86061,8,8164,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
86062,8,8164,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
86063,8,8164,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
86064,8,8164,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
86065,8,8164,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
86066,8,8164,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
86067,8,8164,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
86068,8,8164,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
86069,8,8164,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
87001,8,8170,"[1,59]",100,"[[1003,10]]",dragonSeasonPersonalBox_1,1,
87002,8,8170,"[1,59]",600,"[[1002,1000]]",dragonSeasonPersonalBox_1,1,
87003,8,8170,"[1,59]",1200,"[[1001,5]]",dragonSeasonPersonalBox_1,1,
87004,8,8170,"[1,59]",1800,"[[15000,5]]",dragonSeasonPersonalBox_1,1,
87005,8,8170,"[1,59]",2500,"[[16000,3]]",dragonSeasonPersonalBox_1,1,
87006,8,8170,"[1,59]",3200,"[[1003,40]]",dragonSeasonPersonalBox_1,1,
87007,8,8170,"[1,59]",4000,"[[42000,3]]",dragonSeasonPersonalBox_2,1,
87008,8,8170,"[1,59]",5000,"[[92002,1]]",dragonSeasonPersonalBox_4,1,
87009,8,8170,"[1,59]",6000,"[[1003,60]]",dragonSeasonPersonalBox_2,1,
87010,8,8170,"[1,59]",7000,"[[30000,5]]",dragonSeasonPersonalBox_2,1,
87011,8,8170,"[1,59]",8000,"[[1001,20]]",dragonSeasonPersonalBox_2,1,
87012,8,8170,"[1,59]",9000,"[[1002,5000]]",dragonSeasonPersonalBox_2,1,
87013,8,8170,"[1,59]",10000,"[[1003,100]]",dragonSeasonPersonalBox_3,1,
87014,8,8170,"[1,59]",11000,"[[30000,10]]",dragonSeasonPersonalBox_3,1,
87015,8,8170,"[1,59]",13000,"[[1003,120]]",dragonSeasonPersonalBox_3,1,
87016,8,8170,"[1,59]",15000,"[[94003,1]]",dragonSeasonPersonalBox_5,1,
87017,8,8170,"[1,59]",20000,"[[1003,200]]",dragonSeasonPersonalBox_7,1,
87018,8,8171,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
87019,8,8171,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
87020,8,8171,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
87021,8,8171,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
87022,8,8171,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
87023,8,8171,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
87024,8,8171,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
87025,8,8171,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
87026,8,8171,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
87027,8,8171,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
87028,8,8171,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
87029,8,8171,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
87030,8,8171,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
87031,8,8172,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
87032,8,8172,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
87033,8,8172,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
87034,8,8172,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
87035,8,8172,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
87036,8,8172,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
87037,8,8172,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
87038,8,8172,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
87039,8,8172,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
87040,8,8172,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
87041,8,8172,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
87042,8,8172,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
87043,8,8172,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
87044,8,8173,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
87045,8,8173,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
87046,8,8173,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
87047,8,8173,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
87048,8,8173,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
87049,8,8173,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
87050,8,8173,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
87051,8,8173,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
87052,8,8173,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
87053,8,8173,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
87054,8,8173,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
87055,8,8173,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
87056,8,8173,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
87057,8,8174,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
87058,8,8174,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
87059,8,8174,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
87060,8,8174,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
87061,8,8174,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
87062,8,8174,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
87063,8,8174,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
87064,8,8174,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
87065,8,8174,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
87066,8,8174,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
87067,8,8174,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
87068,8,8174,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
87069,8,8174,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
88001,8,8180,"[1,59]",100,"[[1003,10]]",dragonSeasonPersonalBox_1,1,
88002,8,8180,"[1,59]",600,"[[1002,1000]]",dragonSeasonPersonalBox_1,1,
88003,8,8180,"[1,59]",1200,"[[1001,5]]",dragonSeasonPersonalBox_1,1,
88004,8,8180,"[1,59]",1800,"[[15000,5]]",dragonSeasonPersonalBox_1,1,
88005,8,8180,"[1,59]",2500,"[[16000,3]]",dragonSeasonPersonalBox_1,1,
88006,8,8180,"[1,59]",3200,"[[1003,40]]",dragonSeasonPersonalBox_1,1,
88007,8,8180,"[1,59]",4000,"[[42000,3]]",dragonSeasonPersonalBox_2,1,
88008,8,8180,"[1,59]",5000,"[[92002,1]]",dragonSeasonPersonalBox_4,1,
88009,8,8180,"[1,59]",6000,"[[1003,60]]",dragonSeasonPersonalBox_2,1,
88010,8,8180,"[1,59]",7000,"[[30000,5]]",dragonSeasonPersonalBox_2,1,
88011,8,8180,"[1,59]",8000,"[[1001,20]]",dragonSeasonPersonalBox_2,1,
88012,8,8180,"[1,59]",9000,"[[1002,5000]]",dragonSeasonPersonalBox_2,1,
88013,8,8180,"[1,59]",10000,"[[1003,100]]",dragonSeasonPersonalBox_3,1,
88014,8,8180,"[1,59]",11000,"[[30000,10]]",dragonSeasonPersonalBox_3,1,
88015,8,8180,"[1,59]",13000,"[[1003,120]]",dragonSeasonPersonalBox_3,1,
88016,8,8180,"[1,59]",15000,"[[94003,1]]",dragonSeasonPersonalBox_5,1,
88017,8,8180,"[1,59]",20000,"[[1003,200]]",dragonSeasonPersonalBox_7,1,
88018,8,8181,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
88019,8,8181,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
88020,8,8181,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
88021,8,8181,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
88022,8,8181,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
88023,8,8181,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
88024,8,8181,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
88025,8,8181,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
88026,8,8181,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
88027,8,8181,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
88028,8,8181,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
88029,8,8181,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
88030,8,8181,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
88031,8,8182,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
88032,8,8182,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
88033,8,8182,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
88034,8,8182,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
88035,8,8182,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
88036,8,8182,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
88037,8,8182,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
88038,8,8182,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
88039,8,8182,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
88040,8,8182,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
88041,8,8182,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
88042,8,8182,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
88043,8,8182,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
88044,8,8183,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
88045,8,8183,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
88046,8,8183,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
88047,8,8183,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
88048,8,8183,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
88049,8,8183,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
88050,8,8183,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
88051,8,8183,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
88052,8,8183,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
88053,8,8183,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
88054,8,8183,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
88055,8,8183,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
88056,8,8183,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
88057,8,8184,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
88058,8,8184,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
88059,8,8184,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
88060,8,8184,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
88061,8,8184,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
88062,8,8184,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
88063,8,8184,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
88064,8,8184,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
88065,8,8184,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
88066,8,8184,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
88067,8,8184,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
88068,8,8184,"[3,4]",32000,"[[1003,200]]",Renwu_Zilh,,
88069,8,8184,"[4,4]",40000,"[[1003,250]]",Renwu_Honglh,,
11001101,11,110001,"[11,15]",310,"[[1003,30]]",Renwu_Lanlh,,
11001102,11,110001,"[11,15]",775,"[[1002,300]]",Renwu_Zilh,,
11001103,11,110001,"[11,15]",1240,"[[1001,3]]",Renwu_Honglh,,
11001104,11,110001,"[11,15]",1705,"[[15000,5],[1000,50]]",Renwu_Lanlh,,
11001105,11,110001,"[11,15]",2325,"[[1003,50]]",Renwu_Honglh,,
11001106,11,110001,"[11,15]",2945,"[[1002,200],[16000,3]]",Renwu_Zilh,,
11001107,11,110001,"[11,15]",3565,"[[7003,3]]",Renwu_Zilh,,
11001108,11,110001,"[11,15]",4185,"[[1003,50]]",Renwu_Lanlh,,
11001109,11,110001,"[11,15]",4805,"[[11001,1]]",Renwu_Honglh,,
11001110,11,110001,"[11,15]",5425,"[[15000,5],[1000,50]]",Renwu_Zilh,,
11001111,11,110001,"[11,15]",6045,"[[1002,500]]",Renwu_Zilh,,
11001112,11,110001,"[11,15]",6665,"[[22000,2]]",Renwu_Zilh,,
11001113,11,110001,"[11,15]",7440,"[[1003,70]]",Renwu_Lanlh,,
11001114,11,110001,"[11,15]",8215,"[[16000,3],[1000,50]]",Renwu_Zilh,,
11001115,11,110001,"[11,15]",8990,"[[1001,20],[1003,50]]",Renwu_Honglh,,
11001116,11,110001,"[11,15]",9785,"[[27660,1]]",Renwu_Lanlh,,
11001201,11,110001,"[16,21]",318,"[[1003,30]]",Renwu_Lanlh,,
11001202,11,110001,"[16,21]",795,"[[1002,300]]",Renwu_Zilh,,
11001203,11,110001,"[16,21]",1272,"[[1001,3]]",Renwu_Honglh,,
11001204,11,110001,"[16,21]",1749,"[[15000,5],[1000,50]]",Renwu_Lanlh,,
11001205,11,110001,"[16,21]",2385,"[[1003,50]]",Renwu_Honglh,,
11001206,11,110001,"[16,21]",3021,"[[1002,200],[16000,3]]",Renwu_Zilh,,
11001207,11,110001,"[16,21]",3657,"[[7003,3]]",Renwu_Zilh,,
11001208,11,110001,"[16,21]",4293,"[[1003,50]]",Renwu_Lanlh,,
11001209,11,110001,"[16,21]",4929,"[[11001,1]]",Renwu_Honglh,,
11001210,11,110001,"[16,21]",5565,"[[15000,5],[1000,50]]",Renwu_Zilh,,
11001211,11,110001,"[16,21]",6201,"[[1002,500]]",Renwu_Zilh,,
11001212,11,110001,"[16,21]",6837,"[[22000,2]]",Renwu_Zilh,,
11001213,11,110001,"[16,21]",7632,"[[1003,70]]",Renwu_Lanlh,,
11001214,11,110001,"[16,21]",8427,"[[16000,3],[1000,50]]",Renwu_Zilh,,
11001215,11,110001,"[16,21]",9222,"[[1001,20],[1003,50]]",Renwu_Honglh,,
11001216,11,110001,"[16,21]",10017,"[[27660,1]]",Renwu_Lanlh,,
11001301,11,110001,"[22,26]",330,"[[1003,30]]",Renwu_Lanlh,,
11001302,11,110001,"[22,26]",825,"[[1002,300]]",Renwu_Zilh,,
11001303,11,110001,"[22,26]",1320,"[[1001,3]]",Renwu_Honglh,,
11001304,11,110001,"[22,26]",1815,"[[15000,5],[1000,50]]",Renwu_Lanlh,,
11001305,11,110001,"[22,26]",2475,"[[1003,50]]",Renwu_Honglh,,
11001306,11,110001,"[22,26]",3135,"[[1002,200],[16000,3]]",Renwu_Zilh,,
11001307,11,110001,"[22,26]",3795,"[[7003,3]]",Renwu_Zilh,,
11001308,11,110001,"[22,26]",4455,"[[1003,50]]",Renwu_Lanlh,,
11001309,11,110001,"[22,26]",5115,"[[11001,1]]",Renwu_Honglh,,
11001310,11,110001,"[22,26]",5775,"[[15000,5],[1000,50]]",Renwu_Zilh,,
11001311,11,110001,"[22,26]",6435,"[[1002,500]]",Renwu_Zilh,,
11001312,11,110001,"[22,26]",7095,"[[22000,2]]",Renwu_Zilh,,
11001313,11,110001,"[22,26]",7920,"[[1003,70]]",Renwu_Lanlh,,
11001314,11,110001,"[22,26]",8745,"[[16000,3],[1000,50]]",Renwu_Zilh,,
11001315,11,110001,"[22,26]",9570,"[[1001,20],[1003,50]]",Renwu_Honglh,,
11001316,11,110001,"[22,26]",10395,"[[27660,1]]",Renwu_Lanlh,,
11001401,11,110001,"[27,31]",344,"[[1003,30]]",Renwu_Lanlh,,
11001402,11,110001,"[27,31]",860,"[[1002,300]]",Renwu_Zilh,,
11001403,11,110001,"[27,31]",1376,"[[1001,3]]",Renwu_Honglh,,
11001404,11,110001,"[27,31]",1892,"[[15000,5],[1000,50]]",Renwu_Lanlh,,
11001405,11,110001,"[27,31]",2580,"[[1003,50]]",Renwu_Honglh,,
11001406,11,110001,"[27,31]",3268,"[[1002,200],[16000,3]]",Renwu_Zilh,,
11001407,11,110001,"[27,31]",3956,"[[7003,3]]",Renwu_Zilh,,
11001408,11,110001,"[27,31]",4644,"[[1003,50]]",Renwu_Lanlh,,
11001409,11,110001,"[27,31]",5332,"[[11001,1]]",Renwu_Honglh,,
11001410,11,110001,"[27,31]",6020,"[[15000,5],[1000,50]]",Renwu_Zilh,,
11001411,11,110001,"[27,31]",6708,"[[1002,500]]",Renwu_Zilh,,
11001412,11,110001,"[27,31]",7396,"[[22000,2]]",Renwu_Zilh,,
11001413,11,110001,"[27,31]",8256,"[[1003,70]]",Renwu_Lanlh,,
11001414,11,110001,"[27,31]",9116,"[[16000,3],[1000,50]]",Renwu_Zilh,,
11001415,11,110001,"[27,31]",9976,"[[1001,20],[1003,50]]",Renwu_Honglh,,
11001416,11,110001,"[27,31]",10836,"[[27660,1]]",Renwu_Lanlh,,
11001501,11,110001,"[32,36]",360,"[[1003,30]]",Renwu_Lanlh,,
11001502,11,110001,"[32,36]",900,"[[1002,300]]",Renwu_Zilh,,
11001503,11,110001,"[32,36]",1440,"[[1001,3]]",Renwu_Honglh,,
11001504,11,110001,"[32,36]",1980,"[[15000,5],[1000,50]]",Renwu_Lanlh,,
11001505,11,110001,"[32,36]",2700,"[[1003,50]]",Renwu_Honglh,,
11001506,11,110001,"[32,36]",3420,"[[1002,200],[16000,3]]",Renwu_Zilh,,
11001507,11,110001,"[32,36]",4140,"[[7003,3]]",Renwu_Zilh,,
11001508,11,110001,"[32,36]",4860,"[[1003,50]]",Renwu_Lanlh,,
11001509,11,110001,"[32,36]",5580,"[[11001,1]]",Renwu_Honglh,,
11001510,11,110001,"[32,36]",6300,"[[15000,5],[1000,50]]",Renwu_Zilh,,
11001511,11,110001,"[32,36]",7020,"[[1002,500]]",Renwu_Zilh,,
11001512,11,110001,"[32,36]",7740,"[[22000,2]]",Renwu_Zilh,,
11001513,11,110001,"[32,36]",8640,"[[1003,70]]",Renwu_Lanlh,,
11001514,11,110001,"[32,36]",9540,"[[16000,3],[1000,50]]",Renwu_Zilh,,
11001515,11,110001,"[32,36]",10440,"[[1001,20],[1003,50]]",Renwu_Honglh,,
11001516,11,110001,"[32,36]",11340,"[[27660,1]]",Renwu_Lanlh,,
11001601,11,110001,"[37,41]",370,"[[1003,30]]",Renwu_Lanlh,,
11001602,11,110001,"[37,41]",925,"[[1002,300]]",Renwu_Zilh,,
11001603,11,110001,"[37,41]",1480,"[[1001,3]]",Renwu_Honglh,,
11001604,11,110001,"[37,41]",2035,"[[15000,5],[1000,50]]",Renwu_Lanlh,,
11001605,11,110001,"[37,41]",2775,"[[1003,50]]",Renwu_Honglh,,
