dialogid,avatar,emotion,index,bubbleimage,alias,paragraphs,
Event2406_dialog_006LoveLamp1_1_3,Femaleplayer,default,1,,,"[['Event2406_dialog_006LoveLamp1_1_3',0,0]]",
Event2406_dialog_007KeepGoing_1_1,Femaleplayer,think,1,,,"[['Event2406_dialog_007KeepGoing_1_1',0,0]]",
Event2406_dialog_007KeepGoing_1_2,petscuttle,default,2,,,"[['Event2406_dialog_007KeepGoing_1_2',0,0]]",
Event2406_dialog_007KeepGoing_1_3,Femaleplayer,amazed,1,,,"[['Event2406_dialog_007KeepGoing_1_3',0,0]]",
Event2406_dialog_007KeepGoing_1_4,petscuttle,default,2,bubble_event2406_lovebrock,,"[['Event2406_dialog_007KeepGoing_1_4',0,0]]",
Event2406_dialog_007KeepGoing_1_5,Femaleplayer,think,1,,,"[['Event2406_dialog_007KeepGoing_1_5',0,0]]",
Event2406_dialog_007KeepGoing_1_6,petscuttle,default,2,,,"[['Event2406_dialog_007KeepGoing_1_6',0,0]]",
Event2406_dialog_007KeepGoing_1_7,Femaleplayer,default,1,,,"[['Event2406_dialog_007KeepGoing_1_7',0,0]]",
Event2406_dialog_009MoveOn_1_1,Femaleplayer,amazed,1,,,"[['Event2406_dialog_009MoveOn_1_1',0,0]]",
Event2406_dialog_009MoveOn_1_2,odette,default,2,,,"[['Event2406_dialog_009MoveOn_1_2',0,0]]",
Event2406_dialog_009MoveOn_1_3,Femaleplayer,think,1,,,"[['Event2406_dialog_009MoveOn_1_3',0,0]]",
Event2406_dialog_009MoveOn_1_4,odette,default,2,,,"[['Event2406_dialog_009MoveOn_1_4',0,0]]",
Event2406_dialog_009MoveOn_1_5,Femaleplayer,default,1,,,"[['Event2406_dialog_009MoveOn_1_5',0,0]]",
Event2406_dialog_011BoysDiscovery_1_1,Maleplayer,wondering,1,,,"[['Event2406_dialog_011BoysDiscovery_1_1',0,0]]",
Event2406_dialog_011BoysDiscovery_1_2,petscuttle,default,2,,,"[['Event2406_dialog_011BoysDiscovery_1_2',0,0]]",
Event2406_dialog_011BoysDiscovery_1_3,Maleplayer,wondering,1,,,"[['Event2406_dialog_011BoysDiscovery_1_3',0,0]]",
Event2406_dialog_011BoysDiscovery_1_4,petscuttle,default,2,,,"[['Event2406_dialog_011BoysDiscovery_1_4',0,0]]",
Event2406_dialog_013Fragments1_1_1,Femaleplayer,amazed,1,,,"[['Event2406_dialog_013Fragments1_1_1',0,0]]",
Event2406_dialog_013Fragments1_1_2,odette,default,2,,,"[['Event2406_dialog_013Fragments1_1_2',0,0]]",
Event2406_dialog_013Fragments1_1_3,Femaleplayer,default,1,,,"[['Event2406_dialog_013Fragments1_1_3',0,0]]",
Event2406_dialog_014Fragments2_1_1,Maleplayer,default,1,,,"[['Event2406_dialog_014Fragments2_1_1',0,0]]",
Event2406_dialog_014Fragments2_1_2,petscuttle,default,2,,,"[['Event2406_dialog_014Fragments2_1_2',0,0]]",
Event2406_dialog_016LoveBuildingBlocks2_1_1,petscuttle,default,1,,,"[['Event2406_dialog_016LoveBuildingBlocks2_1_1',0,0]]",
Event2406_dialog_016LoveBuildingBlocks2_1_2,Maleplayer,default,2,,,"[['Event2406_dialog_016LoveBuildingBlocks2_1_2',0,0]]",
Event2406_dialog_017MoveOn_1_1,Femaleplayer,amazed,1,,,"[['Event2406_dialog_017MoveOn_1_1',0,0]]",
Event2406_dialog_017MoveOn_1_2,petscuttle,default,2,,,"[['Event2406_dialog_017MoveOn_1_2',0,0]]",
Event2406_dialog_017MoveOn_1_3,Femaleplayer,default,1,,,"[['Event2406_dialog_017MoveOn_1_3',0,0]]",
Event2406_dialog_022LoveLamp2_1_1,Femaleplayer,think,1,,,"[['Event2406_dialog_022LoveLamp2_1_1',0,0]]",
Event2406_dialog_022LoveLamp2_1_2,petscuttle,default,2,,,"[['Event2406_dialog_022LoveLamp2_1_2',0,0]]",
Event2406_dialog_022LoveLamp2_1_3,Femaleplayer,default,1,,,"[['Event2406_dialog_022LoveLamp2_1_3',0,0]]",
Event2406_dialog_022LoveLamp2_1_4,petscuttle,default,2,,,"[['Event2406_dialog_022LoveLamp2_1_4',0,0]]",
Event2406_dialog_022LoveLamp2_1_5,Femaleplayer,think,1,,,"[['Event2406_dialog_022LoveLamp2_1_5',0,0]]",
Event2406_dialog_022LoveLamp2_1_6,petscuttle,default,2,,,"[['Event2406_dialog_022LoveLamp2_1_6',0,0]]",
Event2406_dialog_022LoveLamp2_1_7,Femaleplayer,default,1,,,"[['Event2406_dialog_022LoveLamp2_1_7',0,0]]",
Event2406_dialog_025SwanStatue2_1_1,Femaleplayer,think,1,,,"[['Event2406_dialog_025SwanStatue2_1_1',0,0]]",
Event2406_dialog_025SwanStatue2_1_2,petscuttle,default,2,,,"[['Event2406_dialog_025SwanStatue2_1_2',0,0]]",
Event2406_dialog_025SwanStatue2_1_3,Femaleplayer,think,1,,,"[['Event2406_dialog_025SwanStatue2_1_3',0,0]]",
Event2406_dialog_029SwanStatue4_1_1,petscuttle,default,2,,,"[['Event2406_dialog_029SwanStatue4_1_1',0,0]]",
Event2406_dialog_029SwanStatue4_1_2,Femaleplayer,default,1,,,"[['Event2406_dialog_029SwanStatue4_1_2',0,0]]",
Event2406_dialog_032SwanStatue5_1_1,petscuttle,default,2,,,"[['Event2406_dialog_032SwanStatue5_1_1',0,0]]",
Event2406_dialog_032SwanStatue5_1_2,Femaleplayer,default,1,,,"[['Event2406_dialog_032SwanStatue5_1_2',0,0]]",
Event2406_dialog_032SwanStatue5_1_3,petscuttle,default,2,,,"[['Event2406_dialog_032SwanStatue5_1_3',0,0]]",
Event2406_dialog_032SwanStatue5_1_4,Femaleplayer,default,1,,,"[['Event2406_dialog_032SwanStatue5_1_4',0,0]]",
Event2406_dialog_034GoToNextArea1_1_1,odette,default,2,,,"[['Event2406_dialog_034GoToNextArea1_1_1',0,0]]",
Event2406_dialog_034GoToNextArea1_1_2,Femaleplayer,default,1,,,"[['Event2406_dialog_034GoToNextArea1_1_2',0,0]]",
Event2406_dialog_037LoveLamp3_1_1,Femaleplayer,think,1,,,"[['Event2406_dialog_037LoveLamp3_1_1',0,0]]",
Event2406_dialog_037LoveLamp3_1_2,petscuttle,default,2,,,"[['Event2406_dialog_037LoveLamp3_1_2',0,0]]",
Event2406_dialog_037LoveLamp3_1_3,Femaleplayer,default,1,,,"[['Event2406_dialog_037LoveLamp3_1_3',0,0]]",
Event2406_dialog_039LoveWaltz1_1_1,Femaleplayer,think,1,,,"[['Event2406_dialog_039LoveWaltz1_1_1',0,0]]",
Event2406_dialog_039LoveWaltz1_1_2,odette,default,2,,,"[['Event2406_dialog_039LoveWaltz1_1_2',0,0]]",
Event2406_dialog_039LoveWaltz1_1_3,Femaleplayer,default,1,,,"[['Event2406_dialog_039LoveWaltz1_1_3',0,0]]",
Event2406_dialog_041LoveWaltz3_1_1,Femaleplayer,default,1,,,"[['Event2406_dialog_041LoveWaltz3_1_1',0,0]]",
Event2406_dialog_041LoveWaltz3_1_2,odette,default,2,,,"[['Event2406_dialog_041LoveWaltz3_1_2',0,0]]",
Event2406_dialog_043LoveWaltz5_1_1,petscuttle,default,1,,,"[['Event2406_dialog_043LoveWaltz5_1_1',0,0]]",
Event2406_dialog_043LoveWaltz5_1_2,Maleplayer,suprised,2,,,"[['Event2406_dialog_043LoveWaltz5_1_2',0,0]]",
Event2406_dialog_043LoveWaltz5_1_3,petscuttle,default,1,,,"[['Event2406_dialog_043LoveWaltz5_1_3',0,0]]",
Event2406_dialog_048LoveLamp4_1_1,Femaleplayer,default,1,,,"[['Event2406_dialog_048LoveLamp4_1_1',0,0]]",
Event2406_dialog_048LoveLamp4_1_2,petscuttle,default,2,,,"[['Event2406_dialog_048LoveLamp4_1_2',0,0]]",
Event2406_dialog_048LoveLamp4_1_3,Femaleplayer,think,1,,,"[['Event2406_dialog_048LoveLamp4_1_3',0,0]]",
Event2406_dialog_048LoveLamp4_1_4,petscuttle,default,2,,,"[['Event2406_dialog_048LoveLamp4_1_4',0,0]]",
Event2406_dialog_050GoToNextArea7_1_1,odette,default,2,,,"[['Event2406_dialog_050GoToNextArea7_1_1',0,0]]",
Event2406_dialog_050GoToNextArea7_1_2,Femaleplayer,default,1,,,"[['Event2406_dialog_050GoToNextArea7_1_2',0,0]]",
Event2406_dialog_051GoToNextArea8_1_1,odette,default,2,,,"[['Event2406_dialog_051GoToNextArea8_1_1',0,0]]",
Event2406_dialog_051GoToNextArea8_1_2,Femaleplayer,default,1,,,"[['Event2406_dialog_051GoToNextArea8_1_2',0,0]]",
Event2406_dialog_052FinalTrial1_1_1,Femaleplayer,think,1,,,"[['Event2406_dialog_052FinalTrial1_1_1',0,0]]",
Event2406_dialog_052FinalTrial1_1_2,petscuttle,default,2,,,"[['Event2406_dialog_052FinalTrial1_1_2',0,0]]",
Event2406_dialog_052FinalTrial1_1_3,Femaleplayer,default,1,,,"[['Event2406_dialog_052FinalTrial1_1_3',0,0]]",
Event2406_dialog_058LoveLamp5_1_1,petscuttle,default,2,,,"[['Event2406_dialog_058LoveLamp5_1_1',0,0]]",
Event2406_dialog_058LoveLamp5_1_2,Femaleplayer,default,1,,,"[['Event2406_dialog_058LoveLamp5_1_2',0,0]]",
Event2406_dialog_058LoveLamp5_1_3,Maleplayer,default,3,,,"[['Event2406_dialog_058LoveLamp5_1_3',0,0]]",
Event2406_dialog_058LoveLamp5_1_4,petscuttle,default,2,,,"[['Event2406_dialog_058LoveLamp5_1_4',0,0]]",
Event2406_dialog_060CrossTheRiver_1_1,odette,default,2,,,"[['Event2406_dialog_060CrossTheRiver_1_1',0,0]]",
Event2406_dialog_060CrossTheRiver_1_2,Femaleplayer,default,1,,,"[['Event2406_dialog_060CrossTheRiver_1_2',0,0]]",
Event2406_dialog_060CrossTheRiver_1_3,odette,default,2,,,"[['Event2406_dialog_060CrossTheRiver_1_3',0,0]]",
Event2406_dialog_061SwanLake1_1_1,petscuttle,default,2,,,"[['Event2406_dialog_061SwanLake1_1_1',0,0]]",
Event2406_dialog_061SwanLake1_1_2,Femaleplayer,think,1,,,"[['Event2406_dialog_061SwanLake1_1_2',0,0]]",
Event2406_dialog_061SwanLake1_1_3,Maleplayer,wondering,3,,,"[['Event2406_dialog_061SwanLake1_1_3',0,0]]",
Event2406_dialog_061SwanLake1_1_4,petscuttle,default,2,,,"[['Event2406_dialog_061SwanLake1_1_4',0,0]]",
Event2406_dialog_061SwanLake1_1_5,Femaleplayer,default,1,,,"[['Event2406_dialog_061SwanLake1_1_5',0,0]]",
Event2406_dialog_061SwanLake1_1_6,petscuttle,default,2,,,"[['Event2406_dialog_061SwanLake1_1_6',0,0]]",
Event2405_dialog_001Hope_1_1,Femaleplayer,amazed,1,,,"[['Event2405_dialog_001Hope_1_1',0,0]]",
Event2405_dialog_001Hope_1_2,petmax,default,2,,,"[['Event2405_dialog_001Hope_1_2',0,0]]",
Event2405_dialog_001Hope_1_3,Maleplayer,default,3,,,"[['Event2405_dialog_001Hope_1_3',0,0]]",
Event2405_dialog_001Hope_1_4,petmax,default,2,,,"[['Event2405_dialog_001Hope_1_4',0,0]]",
Event2405_dialog_001Hope_1_5,petmax,default,2,,,"[['Event2405_dialog_001Hope_1_5',0,0]]",
Event2405_dialog_002SignalLight_1_1,Maleplayer,default,2,,,"[['Event2405_dialog_002SignalLight_1_1',0,0]]",
Event2405_dialog_002SignalLight_1_2,mirror01,sad,3,,,"[['Event2405_dialog_002SignalLight_1_2',0,0]]",
Event2405_dialog_002SignalLight_1_3,Femaleplayer,default,1,,,"[['Event2405_dialog_002SignalLight_1_3',0,0]]",
Event2405_dialog_002SignalLight_1_4,Maleplayer,wondering,2,,,"[['Event2405_dialog_002SignalLight_1_4',0,0]]",
Event2405_dialog_002SignalLight_1_5,mirror01,sad,3,,,"[['Event2405_dialog_002SignalLight_1_5',0,0]]",
Event2405_dialog_002SignalLight_1_6,Maleplayer,sad,2,,,"[['Event2405_dialog_002SignalLight_1_6',0,0]]",
Event2405_dialog_002SignalLight_1_7,Femaleplayer,think,1,,,"[['Event2405_dialog_002SignalLight_1_7',0,0]]",
Event2405_dialog_002SignalLight_1_8,Maleplayer,angry,2,,,"[['Event2405_dialog_002SignalLight_1_8',0,0]]",
Event2405_dialog_005scientist_1_1,mirror01,sad,2,,,"[['Event2405_dialog_005scientist_1_1',0,0]]",
Event2405_dialog_005scientist_1_2,Doctor,default,3,,,"[['Event2405_dialog_005scientist_1_2',0,0]]",
Event2405_dialog_005scientist_1_3,Doctor,default,3,,,"[['Event2405_dialog_005scientist_1_3',0,0]]",
Event2405_dialog_005scientist_1_4,Femaleplayer,think,1,,,"[['Event2405_dialog_005scientist_1_4',0,0]]",
Event2405_dialog_005scientist_1_5,Doctor,default,3,,,"[['Event2405_dialog_005scientist_1_5',0,0]]",
Event2405_dialog_006Kitchen_1_1,Doctor,default,2,,,"[['Event2405_dialog_006Kitchen_1_1',0,0]]",
Event2405_dialog_006Kitchen_1_2,Femaleplayer,default,1,,,"[['Event2405_dialog_006Kitchen_1_2',0,0]]",
Event2405_dialog_006Kitchen_1_3,Doctor,default,2,,,"[['Event2405_dialog_006Kitchen_1_3',0,0]]",
Event2405_dialog_006Kitchen_1_4,Femaleplayer,default,1,,,"[['Event2405_dialog_006Kitchen_1_4',0,0]]",
Event2405_dialog_006Kitchen_1_5,Doctor,default,2,,,"[['Event2405_dialog_006Kitchen_1_5',0,0]]",
Event2405_dialog_006Kitchen_1_6,Maleplayer,wondering,3,,,"[['Event2405_dialog_006Kitchen_1_6',0,0]]",
Event2405_dialog_006Kitchen_1_7,Doctor,default,2,,,"[['Event2405_dialog_006Kitchen_1_7',0,0]]",
Event2405_dialog_008Max_1_1,Femaleplayer,amazed,1,,,"[['Event2405_dialog_008Max_1_1',0,0]]",
Event2405_dialog_008Max_1_2,petmax,default,2,,,"[['Event2405_dialog_008Max_1_2',0,0]]",
Event2405_dialog_008Max_1_3,Femaleplayer,sad,1,,,"[['Event2405_dialog_008Max_1_3',0,0]]",
Event2405_dialog_008Max_1_4,Maleplayer,wondering,3,,,"[['Event2405_dialog_008Max_1_4',0,0]]",
Event2405_dialog_008Max_1_5,petmax,default,2,,,"[['Event2405_dialog_008Max_1_5',0,0]]",
Event2405_dialog_008Max_1_6,Maleplayer,default,3,,,"[['Event2405_dialog_008Max_1_6',0,0]]",
Event2405_dialog_008Max_1_7,petmax,default,2,,,"[['Event2405_dialog_008Max_1_7',0,0]]",
Event2405_dialog_009Penguin_1_1,Femaleplayer,sad,1,,,"[['Event2405_dialog_009Penguin_1_1',0,0]]",
Event2405_dialog_009Penguin_1_2,petmax,default,2,,,"[['Event2405_dialog_009Penguin_1_2',0,0]]",
Event2405_dialog_009Penguin_1_3,Maleplayer,wondering,3,,,"[['Event2405_dialog_009Penguin_1_3',0,0]]",
Event2405_dialog_009Penguin_1_4,petmax,default,2,,,"[['Event2405_dialog_009Penguin_1_4',0,0]]",
Event2405_dialog_009Penguin_1_5,Femaleplayer,default,1,,,"[['Event2405_dialog_009Penguin_1_5',0,0]]",
Event2405_dialog_010FPenguin_1_1,Femaleplayer,amazed,1,,,"[['Event2405_dialog_010FPenguin_1_1',0,0]]",
Event2405_dialog_010FPenguin_1_2,skipper,default,2,,,"[['Event2405_dialog_010FPenguin_1_2',0,0]]",
Event2405_dialog_010FPenguin_1_3,Femaleplayer,default,1,,,"[['Event2405_dialog_010FPenguin_1_3',0,0]]",
Event2405_dialog_010FPenguin_1_4,skipper,default,2,,,"[['Event2405_dialog_010FPenguin_1_4',0,0]]",
Event2405_dialog_010FPenguin_1_5,Femaleplayer,default,1,,,"[['Event2405_dialog_010FPenguin_1_5',0,0]]",
Event2405_dialog_011AdventureBazaar_1_1,skipper,default,2,,,"[['Event2405_dialog_011AdventureBazaar_1_1',0,0]]",
Event2405_dialog_011AdventureBazaar_1_2,Femaleplayer,default,1,,,"[['Event2405_dialog_011AdventureBazaar_1_2',0,0]]",
Event2405_dialog_011AdventureBazaar_1_3,skipper,default,2,,,"[['Event2405_dialog_011AdventureBazaar_1_3',0,0]]",
Event2405_dialog_011AdventureBazaar_1_4,Femaleplayer,amazed,1,,,"[['Event2405_dialog_011AdventureBazaar_1_4',0,0]]",
Event2405_dialog_011AdventureBazaar_1_5,skipper,default,2,,,"[['Event2405_dialog_011AdventureBazaar_1_5',0,0]]",
Event2405_dialog_011AdventureBazaar_1_6,Maleplayer,wondering,3,,,"[['Event2405_dialog_011AdventureBazaar_1_6',0,0]]",
Event2405_dialog_011AdventureBazaar_1_7,Femaleplayer,default,1,,,"[['Event2405_dialog_011AdventureBazaar_1_7',0,0]]",
Event2405_dialog_013FishingCat_1_1,Lucifer,default,2,,,"[['Event2405_dialog_013FishingCat_1_1',0,0]]",
Event2405_dialog_013FishingCat_1_2,Femaleplayer,think,1,,,"[['Event2405_dialog_013FishingCat_1_2',0,0]]",
Event2405_dialog_013FishingCat_1_3,skipper,default,3,,,"[['Event2405_dialog_013FishingCat_1_3',0,0]]",
Event2405_dialog_013FishingCat_1_4,Lucifer,default,2,,,"[['Event2405_dialog_013FishingCat_1_4',0,0]]",
Event2405_dialog_014Fishing_1_1,Femaleplayer,default,1,,,"[['Event2405_dialog_014Fishing_1_1',0,0]]",
Event2405_dialog_014Fishing_1_2,Lucifer,default,2,,,"[['Event2405_dialog_014Fishing_1_2',0,0]]",
Event2405_dialog_014Fishing_1_3,skipper,default,3,,,"[['Event2405_dialog_014Fishing_1_3',0,0]]",
Event2405_dialog_014Fishing_1_4,Lucifer,default,2,,,"[['Event2405_dialog_014Fishing_1_4',0,0]]",
Event2405_dialog_014Fishing_1_5,Femaleplayer,default,1,,,"[['Event2405_dialog_014Fishing_1_5',0,0]]",
Event2405_dialog_016Singer_1_1,Mayabro,default,2,,,"[['Event2405_dialog_016Singer_1_1',0,0]]",
Event2405_dialog_016Singer_1_2,Femaleplayer,amazed,1,,,"[['Event2405_dialog_016Singer_1_2',0,0]]",
Event2405_dialog_016Singer_1_3,Mayabro,default,2,,,"[['Event2405_dialog_016Singer_1_3',0,0]]",
Event2405_dialog_016Singer_1_4,Femaleplayer,default,1,,,"[['Event2405_dialog_016Singer_1_4',0,0]]",
Event2405_dialog_016Singer_1_5,Mayabro,default,2,,,"[['Event2405_dialog_016Singer_1_5',0,0]]",
Event2405_dialog_016Singer_1_6,skipper,default,3,,,"[['Event2405_dialog_016Singer_1_6',0,0]]",
Event2405_dialog_016Singer_1_7,Mayabro,default,2,,,"[['Event2405_dialog_016Singer_1_7',0,0]]",
Event2405_dialog_017Snowmen_1_1,Femaleplayer,default,1,,,"[['Event2405_dialog_017Snowmen_1_1',0,0]]",
Event2405_dialog_017Snowmen_1_2,Mayabro,default,2,,,"[['Event2405_dialog_017Snowmen_1_2',0,0]]",
Event2405_dialog_017Snowmen_1_3,Femaleplayer,think,1,,,"[['Event2405_dialog_017Snowmen_1_3',0,0]]",
Event2405_dialog_017Snowmen_1_4,skipper,default,3,,,"[['Event2405_dialog_017Snowmen_1_4',0,0]]",
Event2405_dialog_017Snowmen_1_5,Mayabro,default,2,,,"[['Event2405_dialog_017Snowmen_1_5',0,0]]",
Event2405_dialog_017Snowmen_1_6,skipper,default,3,,,"[['Event2405_dialog_017Snowmen_1_6',0,0]]",
Event2405_dialog_017Snowmen_1_7,Mayabro,default,2,,,"[['Event2405_dialog_017Snowmen_1_7',0,0]]",
Event2405_dialog_018Lonely_1_1,Femaleplayer,think,1,,,"[['Event2405_dialog_018Lonely_1_1',0,0]]",
Event2405_dialog_018Lonely_1_2,Mayabro,default,2,,,"[['Event2405_dialog_018Lonely_1_2',0,0]]",
Event2405_dialog_018Lonely_1_3,Femaleplayer,default,1,,,"[['Event2405_dialog_018Lonely_1_3',0,0]]",
Event2405_dialog_018Lonely_1_4,Mayabro,default,2,,,"[['Event2405_dialog_018Lonely_1_4',0,0]]",
Event2405_dialog_021Elephant_1_1,Femaleplayer,amazed,1,,,"[['Event2405_dialog_021Elephant_1_1',0,0]]",
Event2405_dialog_021Elephant_1_2,mirror01,sad,2,,,"[['Event2405_dialog_021Elephant_1_2',0,0]]",
Event2405_dialog_021Elephant_1_3,Maleplayer,suprised,3,,,"[['Event2405_dialog_021Elephant_1_3',0,0]]",
Event2405_dialog_021Elephant_1_4,Femaleplayer,default,1,,,"[['Event2405_dialog_021Elephant_1_4',0,0]]",
Event2405_dialog_021Elephant_1_5,mirror01,default,2,,,"[['Event2405_dialog_021Elephant_1_5',0,0]]",
Event2405_dialog_024Wine_1_1,Femaleplayer,default,1,,,"[['Event2405_dialog_024Wine_1_1',0,0]]",
Event2405_dialog_024Wine_1_2,Maleplayer,default,2,,,"[['Event2405_dialog_024Wine_1_2',0,0]]",
Event2405_dialog_024Wine_1_3,mirror01,default,3,,,"[['Event2405_dialog_024Wine_1_3',0,0]]",
Event2405_dialog_024Wine_1_4,Femaleplayer,default,1,,,"[['Event2405_dialog_024Wine_1_4',0,0]]",
Event2405_dialog_025GrapeTree_1_1,Femaleplayer,default,1,,,"[['Event2405_dialog_025GrapeTree_1_1',0,0]]",
Event2405_dialog_025GrapeTree_1_2,Doctor,default,2,,,"[['Event2405_dialog_025GrapeTree_1_2',0,0]]",
Event2405_dialog_025GrapeTree_1_3,Maleplayer,wondering,3,,,"[['Event2405_dialog_025GrapeTree_1_3',0,0]]",
Event2405_dialog_025GrapeTree_1_4,Doctor,default,2,,,"[['Event2405_dialog_025GrapeTree_1_4',0,0]]",
Event2405_dialog_025GrapeTree_1_5,Doctor,default,2,,,"[['Event2405_dialog_025GrapeTree_1_5',0,0]]",
Event2405_dialog_025GrapeTree_1_6,Femaleplayer,default,1,,,"[['Event2405_dialog_025GrapeTree_1_6',0,0]]",
Event2405_dialog_025GrapeTree_1_7,Doctor,default,2,,,"[['Event2405_dialog_025GrapeTree_1_7',0,0]]",
Event2405_dialog_025GrapeTree_1_8,Femaleplayer,default,1,,,"[['Event2405_dialog_025GrapeTree_1_8',0,0]]",
Event2405_dialog_027Friend_1_1,skipper,default,2,,,"[['Event2405_dialog_027Friend_1_1',0,0]]",
Event2405_dialog_027Friend_1_2,Femaleplayer,amazed,1,,,"[['Event2405_dialog_027Friend_1_2',0,0]]",
Event2405_dialog_027Friend_1_3,Maleplayer,default,3,,,"[['Event2405_dialog_027Friend_1_3',0,0]]",
Event2405_dialog_027Friend_1_4,petmax,default,1,,,"[['Event2405_dialog_027Friend_1_4',0,0]]",
Event2405_dialog_027Friend_1_5,dragon_diamond_lv3,default,2,,,"[['Event2405_dialog_027Friend_1_5',0,0]]",
Event2405_dialog_027Friend_1_6,Maleplayer,default,3,,,"[['Event2405_dialog_027Friend_1_6',0,0]]",
Event2405_dialog_028Survival_1_1,Femaleplayer,default,1,,,"[['Event2405_dialog_028Survival_1_1',0,0]]",
Event2405_dialog_028Survival_1_2,petmax,default,2,,,"[['Event2405_dialog_028Survival_1_2',0,0]]",
Event2405_dialog_028Survival_1_3,Femaleplayer,think,1,,,"[['Event2405_dialog_028Survival_1_3',0,0]]",
Event2405_dialog_028Survival_1_4,petmax,default,2,,,"[['Event2405_dialog_028Survival_1_4',0,0]]",
Event2405_022FElephant_1_1,Femaleplayer,default,1,,,"[['Event2405_022FElephant_1_1',0,0]]",
Event2405_022FElephant_1_2,skipper,default,2,,,"[['Event2405_022FElephant_1_2',0,0]]",
Event2405_022FElephant_1_3,Femaleplayer,amazed,1,,,"[['Event2405_022FElephant_1_3',0,0]]",
Event2405_022FElephant_1_4,mirror01,amazed,3,,,"[['Event2405_022FElephant_1_4',0,0]]",
Event2405_022FElephant_1_5,Femaleplayer,default,1,,,"[['Event2405_022FElephant_1_5',0,0]]",
Event2405_022FElephant_1_6,mirror01,default,3,,,"[['Event2405_022FElephant_1_6',0,0]]",
Event2407_dialog_000PiscesCity_1_1,Femaleplayer,default,1,,,"[['Event2407_dialog_000PiscesCity_1_1',0,0]]",
Event2407_dialog_000PiscesCity_1_2,Femaleplayer,think,1,,,"[['Event2407_dialog_000PiscesCity_1_2',0,0]]",
Event2407_dialog_000PiscesCity_1_3,mirror01,default,2,,,"[['Event2407_dialog_000PiscesCity_1_3',0,0]]",
Event2407_dialog_003fixing_1_1,Femaleplayer,think,1,,,"[['Event2407_dialog_003fixing_1_1',0,0]]",
Event2407_dialog_003fixing_1_2,mirror01,default,2,,,"[['Event2407_dialog_003fixing_1_2',0,0]]",
Event2407_dialog_003fixing_1_3,Femaleplayer,think,1,,,"[['Event2407_dialog_003fixing_1_3',0,0]]",
Event2407_dialog_004stone_1_1,Femaleplayer,default,1,,,"[['Event2407_dialog_004stone_1_1',0,0]]",
Event2407_005direction_1_1,Femaleplayer,think,1,,,"[['Event2407_005direction_1_1',0,0]]",
Event2407_dialog_006luminousobject_1_1,Femaleplayer,amazed,1,,,"[['Event2407_dialog_006luminousobject_1_1',0,0]]",
Event2407_dialog_006luminousobject_1_2,mirror01,amazed,2,,,"[['Event2407_dialog_006luminousobject_1_2',0,0]]",
Event2407_dialog_006luminousobject_1_3,Femaleplayer,think,1,,,"[['Event2407_dialog_006luminousobject_1_3',0,0]]",
Event2407_dialog_006luminousobject_1_4,mirror01,default,2,,,"[['Event2407_dialog_006luminousobject_1_4',0,0]]",
Event2407_dialog_008starvial2_1_1,Femaleplayer,default,1,,,"[['Event2407_dialog_008starvial2_1_1',0,0]]",
Event2407_dialog_008starvial2_1_2,mirror01,default,2,,,"[['Event2407_dialog_008starvial2_1_2',0,0]]",
Event2407_dialog_010salvagestars_1_1,Femaleplayer,think,1,,,"[['Event2407_dialog_010salvagestars_1_1',0,0]]",
Event2407_dialog_010salvagestars_1_2,mirror01,amazed,2,,,"[['Event2407_dialog_010salvagestars_1_2',0,0]]",
Event2407_dialog_010salvagestars_1_3,mirror01,default,2,,,"[['Event2407_dialog_010salvagestars_1_3',0,0]]",
Event2407_dialog_013starcatcher2_1_1,Femaleplayer,think,1,,,"[['Event2407_dialog_013starcatcher2_1_1',0,0]]",
Event2407_dialog_013starcatcher2_1_2,mirror01,sad,2,,,"[['Event2407_dialog_013starcatcher2_1_2',0,0]]",
Event2407_dialog_013starcatcher2_1_3,Femaleplayer,default,1,,,"[['Event2407_dialog_013starcatcher2_1_3',0,0]]",
Event2407_dialog_013starcatcher2_1_4,mirror01,default,2,,,"[['Event2407_dialog_013starcatcher2_1_4',0,0]]",
Event2407_dialog_013starcatcher2_1_5,Femaleplayer,think,1,,,"[['Event2407_dialog_013starcatcher2_1_5',0,0]]",
Event2407_014anothermirror_1_1,fulia,default,2,,,"[['Event2407_014anothermirror_1_1',0,0]]",
Event2407_014anothermirror_1_2,Femaleplayer,sad,1,,,"[['Event2407_014anothermirror_1_2',0,0]]",
Event2407_014anothermirror_1_3,fulia,default,2,,,"[['Event2407_014anothermirror_1_3',0,0]]",
Event2407_014anothermirror_1_4,fulia,think,2,,,"[['Event2407_014anothermirror_1_4',0,0]]",
Event2407_017altarlaw2_1_1,mirror01,default,2,,,"[['Event2407_017altarlaw2_1_1',0,0]]",
Event2407_017altarlaw2_1_2,fulia,default,3,,,"[['Event2407_017altarlaw2_1_2',0,0]]",
Event2407_017altarlaw2_1_3,Femaleplayer,think,1,,,"[['Event2407_017altarlaw2_1_3',0,0]]",
Event2407_017altarlaw2_1_4,mirror01,think,2,,,"[['Event2407_017altarlaw2_1_4',0,0]]",
Event2407_017altarlaw2_1_5,fulia,default,3,,,"[['Event2407_017altarlaw2_1_5',0,0]]",
Event2407_017altarlaw2_1_6,Femaleplayer,think,1,,,"[['Event2407_017altarlaw2_1_6',0,0]]",
Event2407_017altarlaw2_1_7,fulia,default,3,,,"[['Event2407_017altarlaw2_1_7',0,0]]",
