id,openTimes,buyTimes,payLabel,condition,conditionParam,endingTime,giftIcon,title,playInTurn,level,group1UnlockLevel,group2UnlockLevel,group3UnlockLevel,group4UnlockLevel,group5UnlockLevel,group6UnlockLevel,group7UnlockLevel,group8UnlockLevel,group9UnlockLevel,group,CD,publicCD,showTime,popUpTimes,popUpCD,priority,name,diamondShopID,shopID,shopGroupID,giftUI,itemIds,discount,itemIds2,discount2,itemIds3,discount3,popupSceneType,giftScript,paramType,param,giftIconShowType,crossDayClose
2283,1,4,[7],3,Eventmission39_000LanternShow,2024-2-1 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2283,0,12,96,1,24,2283,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2284,0,1,[],3,Eventmission39_005collecting,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2284,24,24,12,1,24,2284,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2285,0,1,[],3,Eventmission39_009BurnedLight,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2285,24,24,12,1,24,2285,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2286,0,1,[],3,Eventmission39_025FindLumia2,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2286,24,24,12,1,24,2286,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2287,0,1,[],3,Eventmission39_032VisitRiverLantern,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2287,24,24,4,1,24,2287,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10006,[1003,1050],[1001,40],[2000146,3],[2000147,1]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2288,0,1,[],3,Eventmission39_034Wooden,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2288,24,24,4,1,24,2288,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10007,[1003,1100],[1001,45],[2000146,5],[2000147,1]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2289,0,1,[],3,Eventmission39_036NewRiverLamp2,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2289,24,24,4,1,24,2289,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10010,[1003,1450],[1001,60],[2000146,5],[2000147,3]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2290,0,1,[],3,Eventmission39_038ToolGroup2,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2290,24,24,4,1,24,2290,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10015,[1003,1650],[1001,70],[2000146,8],[2000147,8]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2291,0,1,[],3,Eventmission39_039RemakeIce1,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2291,24,24,4,1,24,2291,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10020,[1003,2000],[1001,50],[2000146,12],[2000147,12]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2292,0,1,[],3,Eventmission39_041BestIceLamp,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2292,24,24,4,1,24,2292,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10026,[1003,4600],[1001,200],[2000146,25]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2300,1,4,"[1,2]",3,Eventmission37_000WeatherIslands,2024-2-19 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2300,0,12,96,1,24,2300,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2301,1,4,"[3,4]",3,Eventmission37_000WeatherIslands,2024-2-19 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2301,0,12,96,1,24,2301,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2302,1,4,"[5,6]",3,Eventmission37_000WeatherIslands,2024-2-19 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2302,0,12,96,1,24,2302,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2303,1,4,[7],3,Eventmission37_000WeatherIslands,2024-2-19 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2303,0,12,96,1,24,2303,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2304,0,1,[],3,Eventmission37_009CloudAltar,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2304,24,24,12,1,24,2304,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2305,0,1,[],3,Eventmission37_016FindDifferent,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2305,24,24,12,1,24,2305,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2306,0,1,[],3,Eventmission37_022Puzzle,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2306,24,24,4,1,24,2306,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10005,[1003,850],[1001,20],[2000190,8],[2000191,8],[2000192,8]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2307,0,1,[],3,Eventmission37_025StormStatue,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2307,24,24,12,1,24,2307,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2308,0,1,[],3,Eventmission37_027SandCastle,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2308,24,24,12,1,24,2308,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2309,0,1,[],3,Eventmission37_029Clover,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2309,24,24,4,1,24,2309,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10006,[1003,900],[1001,50],[2000190,10],[2000191,10],[2000192,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2310,0,1,[],3,Eventmission37_032FireTree,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2310,24,24,12,1,24,2310,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2311,0,1,[],3,Eventmission37_035ThunderTowerA,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2311,24,24,4,1,24,2311,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10007,[1003,1000],[1001,50],[2000191,10],[2000192,10],[2000193,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2312,0,1,[],3,Eventmission37_038ThunderTowerB,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2312,24,24,12,1,24,2312,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2313,0,1,[],3,Eventmission37_041CatchThunder,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2313,24,24,4,1,24,2313,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10008,[1003,1000],[1001,80],[2000191,12],[2000192,12],[2000193,12]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2314,0,1,[],3,Eventmission37_044IceObstacles,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2314,24,24,12,1,24,2314,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2315,0,1,[],3,Eventmission37_046IceElement,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2315,24,24,4,1,24,2315,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10010,[1003,1000],[1001,60],[2000192,10],[2000193,10],[2000196,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2316,0,1,[],3,Eventmission37_051FireElement,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2316,24,24,4,1,24,2316,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10013,[1003,1500],[1001,100],[2000193,12],[2000196,12],[2000194,12]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2317,0,1,[],3,Eventmission37_053FusionCrystal,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2317,24,24,12,1,24,2317,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2318,0,1,[],3,Eventmission37_056IceFireGate,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2318,24,24,4,1,24,2318,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10015,[1003,1600],[1001,120],[2000193,10],[2000197,8]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2319,0,1,[],3,Eventmission37_060ElementTable,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2319,24,24,4,1,24,2319,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10017,[1003,1800],[1001,150],[2000197,10]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2320,0,1,[],3,Eventmission37_062ElementTable,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2320,24,24,12,1,24,2320,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,2500],[1001,100]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2321,0,1,[],3,Eventmission37_064WelcomeFireWork,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2321,24,24,4,1,24,2321,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10019,[1003,1800],[1001,100],[2000197,6],[2000198,6]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2350,1,4,"[1,2]",3,Eventmission2403_000AgentCat,2024-3-7 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2350,0,12,96,1,24,2350,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2351,1,4,"[3,4]",3,Eventmission2403_000AgentCat,2024-3-7 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2351,0,12,96,1,24,2351,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2352,1,4,"[5,6]",3,Eventmission2403_000AgentCat,2024-3-7 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2352,0,12,96,1,24,2352,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2353,1,4,[7],3,Eventmission2403_000AgentCat,2024-3-7 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2353,0,12,96,1,24,2353,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2354,0,1,[],3,Eventmission2403_010Zipline,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2254,24,24,12,1,24,2254,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2355,0,1,[],3,Eventmission2403_015AcrossTheCourtyard,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2255,24,24,12,1,24,2255,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2356,0,1,[],3,Eventmission2403_022Mechanism,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2256,24,24,4,1,24,2256,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10005,[1003,850],[1001,20],[2000360,8],[2000361,8],[2000362,8]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2357,0,1,[],3,Eventmission2403_025EnterTheRoom,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2257,24,24,12,1,24,2257,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2358,0,1,[],3,Eventmission2403_027TraditionalOperation,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2258,24,24,12,1,24,2258,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2359,0,1,[],3,Eventmission2403_029HiddenPath,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2259,24,24,2,1,24,2259,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10006,[1003,900],[1001,50],[2000360,10],[2000361,10],[2000362,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2360,0,1,[],3,Eventmission2403_032Windfall,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2260,24,24,12,1,24,2260,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2361,0,1,[],3,Eventmission2403_035SecretRoom,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2261,24,24,4,1,24,2261,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10007,[1003,1000],[1001,50],[2000361,10],[2000362,10],[2000363,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2362,0,1,[],3,Eventmission2403_038OneOfTwo,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2262,24,24,12,1,24,2262,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2363,0,1,[],3,Eventmission2403_041SomewhatFamiliar,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2263,24,24,4,1,24,2263,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10008,[1003,1000],[1001,80],[2000361,12],[2000362,12],[2000363,12]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2364,0,1,[],3,Eventmission2403_044NoTrapInView,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2264,24,24,12,1,24,2264,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2365,0,1,[],3,Eventmission2403_046AWayOut,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2265,24,24,4,1,24,2265,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10010,[1003,1000],[1001,60],[2000362,10],[2000363,10],[2000367,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2366,0,1,[],3,Eventmission2403_051AdventurePartner,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2266,24,24,4,1,24,2266,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10013,[1003,1500],[1001,100],[2000363,12],[2000367,12],[2000364,12]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2367,0,1,[],3,Eventmission2403_053TrackingInSnow,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2267,24,24,12,1,24,2267,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2368,0,1,[],3,Eventmission2403_056BigCherryTree,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2268,24,24,4,1,24,2268,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10015,[1003,1600],[1001,120],[2000363,10],[2000368,8]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2369,0,1,[],3,Eventmission2403_060RetrieveMemory,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2269,24,24,4,1,24,2269,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10017,[1003,1800],[1001,150],[2000368,10]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2370,0,1,[],3,Eventmission2403_062EvadeCapture,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2270,24,24,12,1,24,2270,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,2500],[1001,100]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2371,0,1,[],3,Eventmission2403_064QualityIssues,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2271,24,24,4,1,24,2271,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10019,[1003,1800],[1001,100],[2000368,6],[2000369,6]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2380,1,4,"[1,2]",3,Eventmission2402_000SkyCity,2024-2-29 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2380,0,12,96,1,24,2380,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2381,1,4,"[3,4]",3,Eventmission2402_000SkyCity,2024-2-29 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2381,0,12,96,1,24,2381,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2382,1,4,"[5,6]",3,Eventmission2402_000SkyCity,2024-2-29 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2382,0,12,96,1,24,2382,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2383,1,4,[7],3,Eventmission2402_000SkyCity,2024-2-29 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2383,0,12,96,1,24,2383,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2384,0,1,[],3,Eventmission2402_010StrangeTower,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2254,24,24,12,1,24,2254,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2385,0,1,[],3,Eventmission2402_016BrokenBridge,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2255,24,24,12,1,24,2255,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2386,0,1,[],3,Eventmission2402_021CloudWingSpring4,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2256,24,24,4,1,24,2256,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10005,[1003,850],[1001,20],[2000330,8],[2000331,8],[2000332,8]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2387,0,1,[],3,Eventmission2402_024ActingMethodinMemory1,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2257,24,24,12,1,24,2257,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2388,0,1,[],3,Eventmission2402_026WishingBook,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2258,24,24,12,1,24,2258,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2389,0,1,[],3,Eventmission2402_028UnsealedMethod,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2259,24,24,2,1,24,2259,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10006,[1003,900],[1001,50],[2000330,10],[2000331,10],[2000332,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2390,0,1,[],3,Eventmission2402_031WindAltar1,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2260,24,24,12,1,24,2260,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2391,0,1,[],3,Eventmission2402_034SecondAltar,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2261,24,24,4,1,24,2261,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10007,[1003,1000],[1001,50],[2000331,10],[2000332,10],[2000333,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2392,0,1,[],3,Eventmission2402_037RainAltar2,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2262,24,24,12,1,24,2262,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2393,0,1,[],3,Eventmission2402_040SleepingDoor1,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2263,24,24,4,1,24,2263,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10008,[1003,1000],[1001,80],[2000331,12],[2000332,12],[2000333,12]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
