id,type,dragonId,breedDragonId,productLevel,productNeedItem,orderType,productTime,timeValue,sellCoin,price,expValue,orderNumLimit,orderNormalWeight,orderDifficultWeight,timeOrderItem,timeOrderNumLimit,limittime,canUse,funcType,funcParam,itemLimit,sceneId,itemConvert,
34002,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""22AdvIsland""]",9999,,[],
34003,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2204CallGodBall""]",9999,,[],
34004,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2205DragonMuseum""]",9999,,[],
34005,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2206SeaCarnival""]",9999,,[],
34006,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2209GhostMansion""]",9999,,[],
34011,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2211MagicChristmas""]",9999,,[],
34012,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2301DragonZoo""]",9999,,[],
34013,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2303Loverway""]",9999,,[],
34015,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2305FactoryCity""]",9999,,[],
34016,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2306FunSportsDay""]",9999,,[],
34017,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2307CardKingdom""]",9999,,[],
34019,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2310CubeWaterWorld""]",9999,,[],
34020,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2311FruitTown""]",9999,,[],
34021,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2312HeartbeatJourney""]",9999,,[],
34022,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2313MermaidCity""]",9999,,[],
34023,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2315ColorfulLand""]",9999,,[],
34024,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2316DragonCircus""]",9999,,[],
34027,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2308MagicBox""]",9999,,[],
34032,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2325RacingCompetition""]",9999,,[],
34025,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2318MusicCampus""]",9999,,[],
34026,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2319MagicalKitchen""]",9999,,[],
34028,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2321Weirdonight""]",9999,,[],
34029,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2322ThiefMagic""]",9999,,[],
34031,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2317Wineestate""]",9999,,[],
34033,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2323TurkeyLegendB""]",9999,,[],
34034,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2320StarPark""]",9999,,[],
34035,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2324ToyCityA""]",9999,,[],
34036,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2326NoBeardPirates""]",9999,,[],
34037,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2327WeatherIslands""]",9999,,[],
34039,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""2329LanternShowB""]",9999,,[],
34040,51,0,,0,[],0,0,0,0,30,0,0,0,0,0,[],-1,0,27,"[0.5,""Guide4NoBeardPirates""]",9999,,[],
35000,35,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
36751,36,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,23,[27751],9999,,[],
36752,36,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,23,[27752],9999,,[],
37001,37,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38000,46,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38001,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38002,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38003,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38004,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38005,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38006,63,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38007,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38008,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38009,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38010,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38011,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38012,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38015,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38016,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38017,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38018,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38020,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38021,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38022,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38023,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38024,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38025,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38026,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38027,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38028,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38029,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38030,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38031,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38033,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38034,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38035,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38036,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38037,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38039,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38040,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38041,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38042,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38043,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38044,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38046,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38045,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38047,63,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38048,63,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38049,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38050,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38051,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38052,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38053,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38054,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
38055,38,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
39001,39,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
39002,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,,[],
39003,47,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
39004,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,,[],
39006,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[10],9999,,[],
40000,40,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,"[3,5000]",-1,,[],
40001,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40002,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40003,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40004,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40005,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40006,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40007,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40008,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40009,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40010,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40011,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40012,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40013,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40014,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40015,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40016,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40017,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40018,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40019,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40020,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40021,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40022,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40023,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40024,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40025,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40026,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40027,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40028,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40029,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40030,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40031,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40032,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40033,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40034,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40035,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40036,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40037,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
40038,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,-1,0,[],-1,,[],
41000,41,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
40100,40,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,"[3,5001]",-1,,[],
41100,45,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
42000,42,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,25,[600],-1,,[],
43001,43,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
43002,2,0,,0,[],0,0,8,2,2,0,0,0,0,0,[],-1,1,0,[],-1,,[],
43003,2,0,,0,[],0,0,24,6,4,0,0,0,0,0,[],-1,1,0,[],-1,,[],
43004,3,0,,1,"[[43002,7],[5016,10]]",0,240,60,15,8,0,0,0,0,0,[],-1,1,0,[],-1,,[],
43005,3,0,,1,"[[43002,11],[5012,10]]",0,720,100,25,12,0,0,0,0,0,[],-1,1,0,[],-1,,[],
43006,3,0,,1,"[[43002,20],[5009,10]]",0,1200,180,45,19,0,0,0,0,0,[],-1,1,0,[],-1,,[],
43007,3,0,,1,"[[43003,7],[5005,10]]",0,1800,200,50,23,0,0,0,0,0,[],-1,1,0,[],-1,,[],
44001,44,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
48001,48,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490101,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490102,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490103,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490104,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490105,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490106,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490107,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490108,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490109,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490110,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490111,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490112,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490113,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490114,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490115,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490201,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490202,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490203,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490204,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490205,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490206,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490207,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490208,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490209,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490210,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490211,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490212,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490213,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490214,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490215,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490301,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490302,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490303,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490304,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490305,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490306,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490307,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490308,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490309,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490310,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490311,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490312,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490313,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490314,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490315,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490401,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490402,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490403,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490404,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490405,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490406,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490407,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490408,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490409,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490410,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490411,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490412,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490413,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490414,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490415,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490501,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490502,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490503,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490504,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490505,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490506,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490507,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490508,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490509,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490510,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490511,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490512,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490513,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490514,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
490515,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499001,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499002,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499003,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499004,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499005,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499006,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499007,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499008,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499009,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499010,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499101,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499102,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499103,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499104,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499105,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499106,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499107,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499108,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499109,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499110,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499201,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499202,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499203,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499204,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499205,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499206,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499207,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499208,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499209,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499210,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499301,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499302,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499303,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499304,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499305,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499306,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499307,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499308,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499309,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499310,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499401,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499402,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499403,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499404,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499405,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
499406,49,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],-1,,[],
